extracted,term,title,views,length,upload,score,ratings,likes,dislikes
2013-09-17,shakira,Waka Waka (This Time for Africa) (The Official 2010 FIFA ...,551864181,211,2010-06-04T22:13:23.000Z,4.759681,700337,658261,42076
2013-09-17,shakira,Shakira - Rabiosa (English Version) ft. Pitbull,172101902,171,2011-06-07T07:00:00.000Z,4.5978003,342606,308157,34449
2013-09-17,shakira,Shakira - Loca (Spanish Version) ft. El Cata,140732999,162,2010-10-13T23:25:19.000Z,4.7589626,166298,156277,10021
2013-09-17,shakira,"Shakira - Whenever, Wherever",129133470,198,2009-10-03T20:15:46.000Z,4.8521094,180106,173447,6659
2013-09-17,shakira,Shakira - Hips Don't Lie ft. Wyclef Jean,127488381,220,2009-10-03T04:40:43.000Z,4.8790917,202269,196155,6114
2013-09-17,shakira,Shakira - Addicted To You,103061745,155,2012-05-02T14:00:08.000Z,4.799127,293479,278741,14738
2013-09-17,shakira,Waka Waka (Esto es Africa) (Cancion Oficial de la Copa Mu...,99162688,213,2010-06-14T23:59:19.000Z,4.786629,94221,89195,5026
2013-09-17,shakira,Shakira;Artista Invitado Alejandro Sanz - La Tortura,84640539,225,2009-10-03T04:40:42.000Z,4.888924,126976,123450,3526
2013-09-17,shakira,Shakira - She Wolf,83006770,229,2009-10-03T04:46:04.000Z,4.7483206,123411,115646,7765
2013-09-17,shakira,4 year old dancer Shakira,76646220,39,2011-02-11T05:42:24.000Z,2.851295,60388,27949,32439
2013-09-17,shakira,baby shakira,72005401,33,2009-01-01T16:47:10.000Z,4.339117,72618,60620,11998
2013-09-17,shakira,Shakira Parody,60873146,118,2006-03-01T15:07:37.000Z,3.8771787,87672,63062,24610
2013-09-17,shakira,Beyonce & Shakira - Beautiful Liar,52911844,208,2009-10-03T04:40:41.000Z,4.915197,97119,95060,2059
2013-09-17,shakira,Shakira - Sale El Sol,51848279,212,2011-02-08T22:49:15.000Z,4.7820196,93935,88816,5119
2013-09-17,shakira,Shakira - Loca ft. Dizzee Rascal,49358005,206,2010-09-28T20:16:55.000Z,4.8443913,85805,82467,3338
2013-09-17,shakira,Shakira - Waka Waka Official Music Video / World Cup 2010,48460165,218,2010-06-14T15:25:35.000Z,4.625253,44446,40282,4164
2013-09-17,shakira,Shakira - Give It Up To Me,44428186,182,2009-11-18T04:15:12.000Z,4.803891,91439,86956,4483
2013-09-17,shakira,Pitbull - Get It Started ft. Shakira,38002882,269,2012-08-02T13:00:09.000Z,4.817537,158169,150954,7215
2013-09-17,shakira,Shakira - Gitana,34497648,219,2010-02-25T19:01:31.000Z,4.8695602,52162,50461,1701
2013-09-17,shakira,"Shakira - Suerte (Whenever, Wherever)",34162767,194,2009-11-20T06:15:22.000Z,4.8938084,35144,34211,933
2013-09-17,shakira,SHAKIRA,30911902,225,2006-05-17T03:58:22.000Z,4.6826377,13587,12509,1078
2013-09-17,shakira,Shakira-Loca-Espanol,30814172,186,2010-10-23T11:28:09.000Z,4.567155,14139,12609,1530
2013-09-17,shakira,Waka Waka - Shakira - Official Video World Cup South Africa,29807118,212,2010-06-14T21:23:20.000Z,4.6334515,17482,15880,1602
2013-09-17,shakira,Britains Got Talen - little Shakira,29346704,159,2007-06-15T17:25:40.000Z,4.1580634,53624,42337,11287
2013-09-17,shakira,Shakira - Gypsy,27055620,219,2010-02-25T19:01:31.000Z,4.870501,55568,53769,1799
2013-09-17,shakira,Shakira - Las de la Intuicion,25841787,219,2009-10-03T07:30:26.000Z,4.8521967,44221,42587,1634
2013-09-17,shakira,Shakira - Hips don't Lie - Verarsche,25339361,151,2006-07-08T11:47:08.000Z,4.259909,33504,27305,6199
2013-09-17,shakira,Shakira-Hips Don't Lie lyrics!,23713860,225,2009-09-27T00:10:29.000Z,4.8307896,43307,41475,1832
2013-09-17,shakira,Shakira - Don't Bother,22071635,273,2009-10-03T04:40:44.000Z,4.8549523,28432,27401,1031
2013-09-17,shakira,Shakira - Objection (Tango),20414317,264,2009-11-24T19:35:27.000Z,4.8918333,49627,48285,1342
2013-09-17,shakira,Shakira - Underneath Your Clothes (Live),20350225,242,2009-11-24T05:45:47.000Z,4.9221063,33122,32477,645
2013-09-17,shakira,ZUMBA FOR '1 GOAL'- SHAKIRA'S WAKA WAKA,19620590,201,2010-05-30T05:43:59.000Z,4.7116647,26705,24780,1925
2013-09-17,shakira,Shakira - Inevitable,19409146,196,2006-10-27T15:55:24.000Z,4.90486,20391,19906,485
2013-09-17,shakira,Shakira - Did it Again,18527159,210,2009-11-18T03:49:13.000Z,4.906103,43665,42640,1025
2013-09-17,shakira,Sexy Shakira,17829346,8,2006-09-12T02:55:26.000Z,4.5025563,8998,7879,1119
2013-09-17,shakira,Shakira - Antologia,17704971,292,2009-10-03T07:30:26.000Z,4.9334626,41240,40554,686
2013-09-17,shakira,Shakira - Rabiosa featuring Pitbull (NEW SONG / NUEVA CANCION),17289470,170,2010-10-16T06:30:53.000Z,4.7640867,14819,13945,874
2013-09-17,shakira,Shakira feat Freshlyground: Waka Waka (This Time For Africa) OFFICIAL,17032907,205,2010-04-28T17:35:09.000Z,4.7513285,17501,16413,1088
2013-09-17,lady gaga,Lady Gaga - Bad Romance,533464246,308,2009-11-24T07:45:26.000Z,4.307393,953002,787988,165014
2013-09-17,lady gaga,Lady Gaga - Alejandro,193175629,524,2010-06-08T07:46:11.000Z,4.209562,459254,368501,90753
2013-09-17,lady gaga,Lady Gaga - Telephone ft. Beyonce,175161505,571,2010-03-15T19:58:21.000Z,4.492059,360798,314982,45816
2013-09-17,lady gaga,Lady Gaga - Judas,172564153,335,2011-05-03T23:23:15.000Z,4.0970345,727793,563500,164293
2013-09-17,lady gaga,Lady Gaga - Poker Face,164499148,216,2009-12-20T03:00:31.000Z,4.6799054,325554,299502,26052
2013-09-17,lady gaga,Lady Gaga - Just Dance ft. Colby O'Donis,161477658,247,2009-06-17T04:50:58.000Z,4.760912,143512,134934,8578
2013-09-17,lady gaga,Lady Gaga - Born This Way,114554844,440,2011-02-28T01:42:48.000Z,4.1031404,547671,424875,122796
2013-09-17,lady gaga,Lady Gaga - Paparazzi,102421581,431,2009-11-26T01:16:21.000Z,4.6194706,209792,189834,19958
2013-09-17,lady gaga,Lady Gaga - LoveGame,97830237,218,2009-06-16T21:07:34.000Z,4.738552,144763,135301,9462
2013-09-17,lady gaga,Lady Gaga - The Edge Of Glory,72097971,328,2011-06-17T00:43:00.000Z,4.5233936,354901,312614,42287
2013-09-17,lady gaga,Lady Gaga - You And I,67546082,382,2011-08-17T01:20:44.000Z,4.527781,364907,321828,43079
2013-09-17,lady gaga,"Lady Gaga - Eh, Eh (Nothing Else I Can Say)",59525948,177,2009-06-16T21:07:34.000Z,4.788497,119639,113313,6326
2013-09-17,lady gaga,"Lady Gaga  - Poker Face - Parody (""Outer Space"")",57871038,279,2009-06-01T18:58:54.000Z,4.2764654,181227,148446,32781
2013-09-17,lady gaga,Maria Aragon - Born This Way (Cover) by Lady Gaga,56724358,191,2011-02-17T01:55:49.000Z,4.858199,548233,528798,19435
2013-09-17,lady gaga,Lady Gaga - Applause (Official),55819308,215,2013-08-19T12:35:08.000Z,4.5438433,642665,569376,73289
2013-09-17,lady gaga,3-Way (The Golden Rule) (feat. Justin Timberlake & Lady Gaga),54227271,188,2011-05-27T00:07:41.000Z,4.9104195,252957,247292,5665
2013-09-17,lady gaga,Lady Gaga - Marry The Night (Official Video),54071484,832,2011-12-02T08:42:42.000Z,4.355402,364984,306167,58817
2013-09-17,lady gaga,Greyson Chance Singing Paparazzi,51317664,218,2010-04-29T00:15:34.000Z,4.8452063,344433,331104,13329
2013-09-17,lady gaga,Beyonce - Video Phone ft. Lady Gaga,47613619,307,2009-11-18T07:24:10.000Z,4.507412,105979,92928,13051
2013-09-17,lady gaga,Lady Gaga: Bad Romance parody (feat. Lord Gaga) #6,41289884,150,2009-11-23T23:40:07.000Z,4.412594,108436,92512,15924
2013-09-17,lady gaga,Lady Gaga Bad Romance Look,40994955,454,2010-01-18T16:30:15.000Z,4.721091,141408,131548,9860
2013-09-17,lady gaga,Lady Gaga - Telephone ft. Beyonce,40054099,573,2010-03-11T22:25:24.000Z,4.5280895,167269,147535,19734
2013-09-17,lady gaga,Lady GaGa Poker Face Tutorial,34072245,497,2009-05-08T08:30:25.000Z,4.5481973,78884,69974,8910
2013-09-17,lady gaga,Sarah Palin VS Lady Gaga - Epic Rap Battles of History 4,33927250,146,2011-01-12T22:42:54.000Z,4.8545833,133437,128586,4851
2013-09-17,lady gaga,Lady Gaga Telephone Parody (ft Beyonce):  Key of Awesome #17,31118560,162,2010-03-23T20:38:06.000Z,4.7972927,117095,111161,5934
2013-09-17,lady gaga,"Lady Gaga - Beautiful, Dirty, Rich",26582313,168,2009-12-14T02:55:21.000Z,4.7179785,56946,52931,4015
2013-09-17,lady gaga,GLEE 2x01 - Telephone (Lady GaGa),25234934,67,2010-11-27T10:46:07.000Z,4.9357734,73739,72555,1184
2013-09-17,lady gaga,Lady Gaga - Paparazzi (AOL Sessions),23004564,216,2009-12-11T04:15:26.000Z,4.608219,27546,24848,2698
2013-09-17,lady gaga,Lady Gaga - Speechless (Live At The VEVO Launch Event),21958234,341,2009-12-25T07:06:13.000Z,4.8549814,95905,92428,3477
2013-09-17,lady gaga,Lady Gaga - Marry The Night (Audio),21267275,265,2011-05-18T21:57:27.000Z,4.806628,68614,65297,3317
2013-09-17,lady gaga,Born This Way- Lady Gaga LYRICS,21069673,264,2011-02-11T13:02:31.000Z,4.834228,49176,47138,2038
2013-09-17,lady gaga,Lady Gaga - Judas (Lyrics),20091340,257,2011-05-13T15:41:08.000Z,4.440126,31800,27349,4451
2013-09-17,lady gaga,Lady Gaga - Paparazzi,18861051,467,2009-11-26T01:34:09.000Z,4.6295943,18909,17158,1751
2013-09-17,lady gaga,Lady Gaga - Paparazzi (Explicit),17811434,458,2009-11-24T12:10:58.000Z,4.7323,12387,11558,829
2013-09-17,michel telo,Michel Telo - Ai Se Eu Te Pego -  Video Oficial (Assim voce me mata),524091954,166,2011-07-25T13:00:23.000Z,4.6342173,1074824,976536,98288
2013-09-17,michel telo,Michel Telo - Fugidinha  [VIDEO OFICIAL],62291740,193,2010-05-17T15:22:16.000Z,4.756933,74679,70141,4538
2013-09-17,michel telo,IF I CATCH YOU - VIDEO OFICIAL - MICHEL TELO (AI SE EU TE PEGO),31699687,176,2012-01-16T11:33:47.000Z,4.531047,98867,87276,11591
2013-09-17,michel telo,HUMILDE RESIDENCIA -  [VIDEO OFICIAL] - DVD MICHEL NA BALADA - Michel Telo,27970550,199,2011-12-09T12:11:50.000Z,4.8310323,58236,55776,2460
2013-09-17,michel telo,Michel telo- Nossa Nossa,27534477,46,2012-01-23T22:06:10.000Z,4.2747664,30495,24966,5529
2013-09-17,michel telo,Michel Telo e Neymar - Ai Se eu Te Pego,26836194,874,2011-11-03T21:24:23.000Z,4.669959,21464,19693,1771
2013-09-17,michel telo,Ai Se Eu Te Pego - Michel Telo 2012 Best Song Official Version (nosa nosa),25392897,166,2012-03-14T21:05:56.000Z,4.3646455,40091,33723,6368
2013-09-17,michel telo,"ai se eu te pego, Michel Telo, coreografia, baile, choreography",24242762,169,2011-12-06T01:12:04.000Z,4.637401,31197,28369,2828
2013-09-17,michel telo,MICHEL TELO - BARA BERE  [CLIPE OFICIAL],22151377,166,2012-09-03T16:43:11.000Z,4.742172,58923,55125,3798
2013-09-17,michel telo,Michel Telo e Sorriso Maroto - E Nois Faze Parapapa [Clipe Oficial],16318288,169,2012-08-20T00:25:46.000Z,4.682855,51497,47414,4083
2013-09-17,michel telo,Michel Telo   Bara Bara Bere Bere 2012 [HD],15873790,222,2012-08-04T09:47:07.000Z,4.5942497,25947,23315,2632
2013-09-17,michel telo,ai se eu te pego michel telo (Alvin e os esquilos) Care if I catch you,15445577,83,2011-08-13T23:25:07.000Z,3.8552284,8358,5966,2392
2013-09-17,michel telo,Pitbull feat Michel Telo - Ai Se Eu Te Pego (New Dennci Remix 2012),15392184,204,2012-01-13T14:47:00.000Z,4.4859347,21258,18526,2732
2013-09-17,michel telo,Michel Telo - Ai Se Eu Te Pego (Mark Corona Bootleg) (Bikini Party Video),14931488,253,2011-12-13T16:49:56.000Z,4.8535986,34180,32929,1251
2013-09-17,michel telo,Michel Telo - Ai se eu te pego (Alvin e os esquilos version).wmv,14522638,167,2011-10-20T17:14:39.000Z,4.6368847,10465,9515,950
2013-09-17,michel telo,[HD] Michel Telo & Neymar - Ai Se Eu Te Pego | Show da Virada,12579484,188,2012-01-02T21:14:01.000Z,4.830585,21769,20847,922
2013-09-17,michel telo,Michel Telo - Amiga Da Minha Irma - Clipe Oficial,12532281,171,2013-03-04T22:52:26.000Z,4.803488,30451,28955,1496
2013-09-17,michel telo,Michel Telo - Ai se eu te pego - (if I'll get you there) Coreografia Alex vieira,12183078,164,2011-09-07T19:42:57.000Z,4.129454,8868,6938,1930
2013-09-17,michel telo,"Ai se eu te pego - Michel Telo (Katty, Aroa, Albyta)",11876105,188,2011-10-27T19:15:15.000Z,4.628835,24151,21910,2241
2013-09-17,michel telo,NOSSA NOSSA Ai se eu te pego - Michel Telo (carlos),10301608,187,2012-01-21T03:52:35.000Z,4.416734,9848,8412,1436
2013-09-17,michel telo,Mosa Mosa Asi Voce Me Mata - Alvin y Las Ardillas - Michel Telo (( Dj AleXander Ramiro )),8265129,166,2011-11-30T20:39:11.000Z,4.474145,6169,5358,811
2013-09-17,michel telo,Michel Telo Feat  Pitbull    Ai Se Eu Te Pego Final+CDQ,7962528,246,2012-02-28T17:20:02.000Z,4.758304,16980,15954,1026
2013-09-17,michel telo,Michel Telo - Ai Se Eu Te Pego (Chipmunk Version),7895339,165,2011-11-06T12:41:53.000Z,4.7117066,7423,6888,535
2013-09-17,michel telo,Alex Ferrari - Bara Bara Bere Bere (ELETRONEJO) Sertanejo Eletronico 2013,7012334,222,2012-01-07T16:26:56.000Z,4.812003,15979,15228,751
2013-09-17,michel telo,"Michel Telo - Se nao tem mar, vamos pro bar - DVD ao Vivo - VIDEO OFICIAL",6845545,197,2010-09-09T15:57:36.000Z,4.859359,8703,8397,306
2013-09-17,michel telo,Ai se eu te pego - Michel Telo - Ensaio Cia lambaerobica Professor Diego,6712406,146,2011-11-14T00:13:37.000Z,2.397365,4706,1644,3062
2013-09-17,michel telo,Carlos Vives - Como Le Gusta A Tu Cuerpo ft. Michel Telo,6701917,238,2013-04-16T07:00:15.000Z,4.8660946,27273,26360,913
2013-09-17,michel telo,Bruninho & Davi part. Michel Telo - Vamo Mexe [ VIDEO OFICIAL ],6474330,247,2011-05-10T17:23:31.000Z,4.892021,20893,20329,564
2013-09-17,michel telo,Michel Telo - Ai se eu te pego lyrics,6381658,167,2012-01-21T16:35:15.000Z,4.7592635,12927,12149,778
2013-09-17,michel telo,Michel Telo - Amanha sei la - DVD ao Vivo - VIDEO OFICIAL,6285431,223,2010-09-10T16:07:46.000Z,4.871913,9556,9250,306
2013-09-17,michel telo,Michel Telo - Ai Se Eu Te Pego - Misheard Lyrics,6275967,167,2012-03-17T18:39:04.000Z,4.8398385,24775,23783,992
2013-09-17,michel telo,Michel Telo - Ai Se Eu Te Pego (Cover),6024390,132,2012-01-25T15:06:08.000Z,4.697247,19871,18367,1504
2013-09-17,michel telo,EU TE AMO E OPEN BAR - VIDEO OFICIAL - DVD MICHEL NA BALADA - Michel Telo,5819042,217,2011-12-01T13:53:18.000Z,4.5834503,19916,17842,2074
2013-09-17,michel telo,Michel Telo - Ai Se Eu Te Pego PARODIE,5562788,226,2012-03-02T14:37:27.000Z,4.7574916,44683,41974,2709
2013-09-17,michel telo,Vamo Mexe Bruninho & Davi part. Michel Telo -  CLIPE OFICIAL You Tube,5558233,247,2012-01-31T19:48:20.000Z,4.81843,10266,9800,466
2013-09-17,michel telo,Michel Telo - Ai Se Eu Te Pego (Official Dance Steps),5458337,187,2012-01-12T03:14:57.000Z,4.730138,9012,8404,608
2013-09-17,michel telo,"Clipe Ei, Psiu! Beijo me liga Michel Telo part Joao Bosco e Vinicius",5388098,162,2009-06-30T22:58:39.000Z,4.7941093,3497,3317,180
2013-09-17,michel telo,"Talking Tom Sings ""Nossa Nossa"" - Michel Telo",5299188,49,2012-03-23T15:59:23.000Z,4.05048,2397,1828,569
2013-09-17,michel telo,Michel Telo - Ai Se Eu Te Pego (Ao Vivo no TV Xuxa 31-12-2011),5257119,160,2011-12-31T17:12:21.000Z,4.5,2560,2240,320
2013-09-17,carly rae jepsen,Carly Rae Jepsen - Call Me Maybe,495187870,200,2012-03-01T23:21:04.000Z,4.709594,1803982,1673010,130972
2013-09-17,carly rae jepsen,Carly Rae Jepsen - Call Me Maybe {LYRICS} | New Single!,122250870,194,2011-09-20T05:27:50.000Z,4.818168,269150,256915,12235
2013-09-17,carly rae jepsen,Owl City & Carly Rae Jepsen - Good Time,104953486,208,2012-07-24T10:00:10.000Z,4.8727083,534363,517358,17005
2013-09-17,carly rae jepsen,"""Call Me Maybe"" by Carly Rae Jepsen (MattyBRaps & Cimorelli) ""Don't Call Me Baby"" Parody",77901826,172,2012-05-09T22:03:37.000Z,4.490083,270601,236105,34496
2013-09-17,carly rae jepsen,Carly Rae Jepsen CALL ME MAYBE - Rolanda & Richard (Parody),71044770,203,2012-04-08T02:46:36.000Z,4.6344676,282864,257015,25849
2013-09-17,carly rae jepsen,"""Call Me Maybe"" by Carly Rae Jepsen - Feat. Justin Bieber, Selena, Ashley Tisdale & MORE!",64532266,205,2012-02-19T00:52:26.000Z,4.8488007,519844,500194,19650
2013-09-17,carly rae jepsen,Barack Obama Singing Call Me Maybe by Carly Rae Jepsen,40147156,107,2012-06-04T21:49:45.000Z,4.9143195,363490,355704,7786
2013-09-17,carly rae jepsen,Pop Danthology 2012 - Mashup of 50+ Pop Songs,40174650,481,2012-12-03T03:09:25.000Z,4.9257765,430213,422230,7983
2013-09-17,carly rae jepsen,"""Call Me Maybe"" by Carly Rae Jepsen, cover by CIMORELLI! -- 500,000 subscribers!!",28257255,274,2012-03-24T17:23:49.000Z,4.67214,135680,124559,11121
2013-09-17,carly rae jepsen,Carly Rae Jepsen - Tonight I'm Getting Over You,27721766,237,2013-02-22T20:55:25.000Z,4.8325715,186205,178411,7794
2013-09-17,carly rae jepsen,"""Call Me Maybe"" (DIRTY PARODY)",23908686,194,2012-06-18T19:53:43.000Z,4.7768645,145526,137408,8118
2013-09-17,carly rae jepsen,Carly Rae Jepsen - This Kiss,22733576,236,2012-10-28T19:00:12.000Z,4.748133,152001,142430,9571
2013-09-17,carly rae jepsen,"The Hottest @Abercrombie & Fitch Guys, ""Call Me Maybe"" by Carly Rae Jepsen",20619276,196,2012-06-13T22:59:30.000Z,4.818543,116369,111090,5279
2013-09-17,carly rae jepsen,"Miami Dolphins Cheerleaders ""Call Me Maybe"" by Carly Rae",18354788,211,2012-06-05T16:00:59.000Z,4.8394895,118796,114029,4767
2013-09-17,carly rae jepsen,Carly Rae Jepsen - Tug Of War,18118398,206,2011-07-13T07:00:00.000Z,4.802045,73936,70277,3659
2013-09-17,carly rae jepsen,"Carly Rae Jepsen - ""Call Me Maybe"" PARODY ft Obama",16730527,174,2012-06-22T21:23:03.000Z,4.7012553,94636,87568,7068
2013-09-17,carly rae jepsen,"Owl City, Carly Rae Jepsen - Good Time (Lyric Video)",15526984,205,2012-07-02T07:00:11.000Z,4.864426,80458,77731,2727
2013-09-17,carly rae jepsen,"Jimmy Fallon, Carly Rae Jepsen & The Roots Sing ""Call Me Maybe"" (w/ Classroom Instruments)",15474571,210,2012-06-08T16:28:34.000Z,4.8357706,72825,69835,2990
2013-09-17,carly rae jepsen,Sesame Street: Share It Maybe,14697594,221,2012-07-10T14:00:20.000Z,4.8280606,101501,97138,4363
2013-09-17,carly rae jepsen,Call me maybe (Carly Rae Jepsen) PARODIE,14213699,200,2012-06-29T15:55:25.000Z,4.7767186,81816,77249,4567
2013-09-17,carly rae jepsen,Call Me Maybe - Carly Rae Jepsen (cover) Megan Nicole,13919276,194,2012-03-23T21:09:43.000Z,4.815934,80254,76561,3693
2013-09-17,carly rae jepsen,"""Good Time"" - Owl City & Carly Rae Jepsen - Official Cover video (Alex Goot & Against The Current)",13590366,174,2012-07-14T18:36:09.000Z,4.927116,84902,83355,1547
2013-09-17,carly rae jepsen,Call Me Maybe - 2012 USA Olympic Swimming Team,11839322,192,2012-07-26T18:42:13.000Z,4.928939,96480,94766,1714
2013-09-17,carly rae jepsen,Star Wars Call Me Maybe,10719255,194,2012-07-13T13:40:05.000Z,4.924444,125947,123568,2379
2013-09-17,carly rae jepsen,Good Time - OWL CITY ft. CARLY RAE JEPSEN [LYRICS!] (THE MIDSUMMER STATION),10394813,203,2012-06-20T17:37:15.000Z,4.913962,30963,30297,666
2013-09-17,carly rae jepsen,"""Good Time"" by Owl City and Carly Rae Jepsen, cover by CIMORELLI",9736438,218,2012-07-15T22:03:01.000Z,4.8294015,63283,60584,2699
2013-09-17,carly rae jepsen,Carly Rae Jepsen Throws Terrible First Pitch,9568797,39,2013-07-14T21:18:15.000Z,4.457334,13887,12003,1884
2013-09-17,carly rae jepsen,Ben Howard covers Call Me Maybe in the Live Lounge,9411856,273,2012-05-08T16:55:20.000Z,4.8878555,65380,63547,1833
2013-09-17,carly rae jepsen,Carly Rae Jepsen - Sour Candy ft. Josh Ramsay,8368407,187,2011-07-05T07:00:00.000Z,4.8609,38706,37360,1346
2013-09-17,carly rae jepsen,ME COME BABY | Parodia Call Me Maybe - Carly Rae Jepsen,8014991,189,2012-07-11T20:04:29.000Z,4.8406324,68044,65333,2711
2013-09-17,carly rae jepsen,"""Call Me Gaybe"" Carly Rae Jepsen Parody",7913696,212,2012-05-17T03:01:31.000Z,4.472019,54502,47308,7194
2013-09-17,carly rae jepsen,"""Call Me Maybe"" - Carly Rae Jepsen (Alex Goot, Dave Days, Chad Sugg COVER)",7257582,263,2012-04-15T11:37:08.000Z,4.934818,67626,66524,1102
2013-09-17,carly rae jepsen,Carly Rae Jepsen - This Kiss,6592634,229,2012-10-18T07:00:42.000Z,4.8221807,43100,41184,1916
2013-09-17,carly rae jepsen,Owl City feat. Carly Rae Jepsen - Good Time (Full Song),6484625,208,2012-06-20T12:44:35.000Z,4.868985,18746,18132,614
2013-09-17,carly rae jepsen,Carly Rae Jepsen - Call Me Maybe [LYRICS],6063041,188,2012-05-30T12:32:00.000Z,4.7607036,8642,8125,517
2013-09-17,carly rae jepsen,Carly Rae Jepsen - Call Me Maybe - Tay Zonday,5694694,212,2012-06-12T19:53:37.000Z,4.837005,64640,62006,2634
2013-09-17,carly rae jepsen,Justin Bieber and Carly Rae Jepsen Take a Quiz about Canada,5674620,382,2012-03-23T22:35:44.000Z,4.769515,27351,25775,1576
2013-09-17,carly rae jepsen,Call Me Maybe - Carly Rae Jepsen (Chatroulette Version),5537644,194,2012-10-20T00:55:56.000Z,4.9727173,82836,82271,565
2013-09-17,adele,Adele - Rolling in the Deep,431299510,235,2010-11-30T23:16:19.000Z,4.8988523,1603950,1563391,40559
2013-09-17,adele,Adele - Someone Like You,296516392,285,2011-09-29T23:56:00.000Z,4.895439,1227304,1195222,32082
2013-09-17,adele,Adele - Set Fire to the Rain Lyrics,251883634,240,2011-02-23T06:49:36.000Z,4.897311,625852,609785,16067
2013-09-17,adele,Adele - Someone Like You (Lyrics),158480335,307,2011-02-16T19:51:16.000Z,4.829207,286780,274535,12245
2013-09-17,adele,Adele performing Someone Like You | BRIT Awards 2011,149155846,351,2011-02-15T20:47:06.000Z,4.8932495,424504,413175,11329
2013-09-17,adele,Vazquez Sounds Adele - Rolling In The Deep (Cover),113547658,233,2011-11-11T04:18:17.000Z,4.818542,737977,704499,33478
2013-09-17,adele,Adele - Someone like you (OFFICIAL VIDEO LYRICS) HD Live from Brit Awards 2011,89888374,311,2011-04-28T10:49:41.000Z,4.895789,237173,230994,6179
2013-09-17,adele,Adele - Rolling in the Deep - lyrics,87469311,237,2010-12-31T00:11:41.000Z,4.775696,139703,131869,7834
2013-09-17,adele,Adele - Someone Like You (Live in Her Home),84414419,389,2011-01-29T00:55:42.000Z,4.931937,338863,333097,5766
2013-09-17,adele,Adele - Set Fire To The Rain (Live at The Royal Albert Hall),81498718,239,2011-11-16T08:00:00.000Z,4.929426,362797,356396,6401
2013-09-17,adele,Adele - Skyfall (Lyric Video),71715189,290,2012-10-18T16:04:00.000Z,4.8967943,426449,415446,11003
2013-09-17,adele,ADELE - 'Make You Feel My Love',64918719,247,2008-09-25T16:33:00.000Z,4.9179316,178485,174823,3662
2013-09-17,adele,Adele - Set fire to the rain,58519795,242,2011-02-25T18:24:56.000Z,4.8760095,152592,147862,4730
2013-09-17,adele,Adele - Turning Tables (With Lyrics),47165751,248,2011-02-24T04:10:39.000Z,4.9262753,128912,126536,2376
2013-09-17,adele,Maddi Jane - Rolling in the Deep (Adele),41045852,212,2011-05-20T05:17:40.000Z,4.8689775,330294,319475,10819
2013-09-17,adele,One and Only - Adele (Lyrics),40032586,346,2011-03-05T04:28:25.000Z,4.9137526,118450,115896,2554
2013-09-17,adele,Rolling in The Deep - Ariana Grande,39380391,146,2011-05-06T17:14:16.000Z,4.761784,360765,339280,21485
2013-09-17,adele,Adele - Rumour has it (with lyrics),38656740,225,2011-02-23T23:29:00.000Z,4.8734965,108677,105240,3437
2013-09-17,adele,Adele- Don't You Remember,36851918,241,2011-02-22T21:17:08.000Z,4.9054375,73010,71284,1726
2013-09-17,adele,Adele - Hometown Glory,32042896,225,2007-10-27T22:38:28.000Z,4.9120827,64788,63364,1424
2013-09-17,adele,Rolling in the Deep - Adele Acoustic Cover (Jorge and Alexa Narvaez),31627131,229,2011-08-21T06:30:25.000Z,4.8785243,270606,262388,8218
2013-09-17,adele,Adele - Rolling in the Deep + Lyrics,29433580,226,2010-12-19T18:51:03.000Z,4.8274813,57756,55265,2491
2013-09-17,adele,Linkin Park - Rolling In The Deep (Adele Cover - Live),29372006,265,2011-07-12T15:36:58.000Z,4.9339633,305346,300305,5041
2013-09-17,adele,Adele - Chasing Pavements,29295388,222,2009-10-25T06:45:53.000Z,4.940815,121179,119386,1793
2013-09-17,adele,Connie Talbot - Rolling in the Deep - Adele cover / Home Video,28271579,229,2011-07-17T09:05:04.000Z,4.798181,251136,238465,12671
2013-09-17,adele,Adele - Don't You Remember (Live at Largo),24951837,256,2011-02-19T19:22:24.000Z,4.934528,80462,79145,1317
2013-09-17,adele,Adele - Someone Like You (Lyrics),24820140,292,2011-02-23T14:15:21.000Z,4.8605356,70154,67708,2446
2013-09-17,adele,adele - set fire to the rain,24453632,242,2011-03-18T21:11:42.000Z,4.917206,59038,57816,1222
2013-09-17,adele,Adele - Rolling In The Deep (Cover),23302307,364,2011-12-16T05:58:49.000Z,2.168892,231953,67782,164171
2013-09-17,adele,Adele LIVE: Rolling in the deep,22735829,250,2011-03-05T02:00:38.000Z,4.9146256,81289,79554,1735
2013-09-17,adele,Jack Vidgen - Adele Set Fire To The Rain Cover - Australia's Got Talent 2011 WINNER - NEW 13/07/11,22140388,414,2011-07-12T12:02:44.000Z,4.645206,69336,63186,6150
2013-09-17,adele,Adele Set Fire To The Rain new 2011 live  HD,21671267,255,2011-08-29T14:30:50.000Z,4.9188037,67343,65976,1367
2013-09-17,adele,Adele - Hometown Glory,20607802,216,2009-10-25T06:45:53.000Z,4.9502606,83395,82358,1037
2013-09-17,adele,Adele - One And Only,20562992,349,2011-08-14T00:50:36.000Z,4.9234986,46326,45440,886
2013-09-17,adele,Adele - One and Only (subtitulado),20391199,350,2011-05-12T22:17:07.000Z,4.954294,63274,62551,723
2013-09-17,adele,ADELE  'Rolling In The Deep' (Studio Footage),19963499,237,2010-11-15T16:42:38.000Z,4.9199142,47699,46744,955
