id,name,lat,long
2013,"Aleutians East Borough, Alaska",,
2016,"Aleutians West Census Area, Alaska",,
2020,"Anchorage Municipality, Alaska",,
2050,"Bethel Census Area, Alaska",,
2060,"Bristol Bay Borough, Alaska",,
2068,"Denali Borough, Alaska",,
2070,"Dillingham Census Area, Alaska",,
2090,"Fairbanks North Star Borough, Alaska",,
2100,"Haines Borough, Alaska",,
2105,"Hoonah-Angoon Census Area, Alaska",,
2110,"Juneau City and Borough, Alaska",,
15005,"Kalawao County, Hawaii",,
2122,"Kenai Peninsula Borough, Alaska",,
2130,"Ketchikan Gateway Borough, Alaska",,
2150,"Kodiak Island Borough, Alaska",,
2164,"Lake and Peninsula Borough, Alaska",,
2170,"Matanuska-Susitna Borough, Alaska",,
2180,"Nome Census Area, Alaska",,
2185,"North Slope Borough, Alaska",,
2188,"Northwest Arctic Borough, Alaska",,
2195,"Petersburg Census Area, Alaska",,
2198,"Prince of Wales-Hyder Census Area, Alaska",,
2220,"Sitka City and Borough, Alaska",,
2230,"Skagway Municipality, Alaska",,
2240,"Southeast Fairbanks Census Area, Alaska",,
2261,"Valdez-Cordova Census Area, Alaska",,
2270,"Wade Hampton Census Area, Alaska",,
2275,"Wrangell City and Borough, Alaska",,
2282,"Yakutat City and Borough, Alaska",,
2290,"Yukon-Koyukuk Census Area, Alaska",,
38023,"Divide County, North Dakota",48.871632,-103.3255778
53073,"Whatcom County, Washington",48.84509012,-122.3565141
38013,"Burke County, North Dakota",48.83299483,-102.5287273
27077,"Lake of the Woods County, Minnesota",48.830411,-94.8876835
53019,"Ferry County, Washington",48.79904533,-118.399775
38079,"Rolette County, North Dakota",48.79782643,-99.83340871
27135,"Roseau County, Minnesota",48.78231411,-95.81781633
30019,"Daniels County, Montana",48.7797525,-105.5363498
30101,"Toole County, Montana",48.77516543,-111.6841356
38009,"Bottineau County, North Dakota",48.764928,-100.8834027
38067,"Pembina County, North Dakota",48.76275342,-97.55776842
38075,"Renville County, North Dakota",48.74920775,-101.6947775
27069,"Kittson County, Minnesota",48.7487126,-96.8359255
38019,"Cavalier County, North Dakota",48.74746818,-98.44361645
16021,"Boundary County, Idaho",48.7412212,-116.4178416
38095,"Towner County, North Dakota",48.70672183,-99.2860145
30091,"Sheridan County, Montana",48.70141678,-104.5235512
30035,"Glacier County, Montana",48.6614856,-113.0735736
30053,"Lincoln County, Montana",48.60112071,-115.3168613
53055,"San Juan County, Washington",48.56979289,-122.9564168
30051,"Liberty County, Montana",48.54870325,-111.1854348
30041,"Hill County, Montana",48.52985229,-110.1769783
53051,"Pend Oreille County, Washington",48.52718067,-117.309281
53057,"Skagit County, Washington",48.47453429,-122.1303191
53047,"Okanogan County, Washington",48.44337705,-119.6476043
30005,"Blaine County, Montana",48.42077771,-108.9356336
30105,"Valley County, Montana",48.41996136,-106.4218871
38105,"Williams County, North Dakota",48.38375818,-103.4477394
38099,"Walsh County, North Dakota",48.34910658,-97.722195
27089,"Marshall County, Minnesota",48.33549482,-96.63541864
38071,"Ramsey County, North Dakota",48.3123126,-98.7040032
27071,"Koochiching County, Minnesota",48.29740045,-93.76612918
16017,"Bonner County, Idaho",48.29694756,-116.6208583
30029,"Flathead County, Montana",48.29023679,-114.2281822
53065,"Stevens County, Washington",48.289588,-117.8890974
30071,"Phillips County, Montana",48.27515417,-107.9130948
38101,"Ward County, North Dakota",48.23653335,-101.5317849
38069,"Pierce County, North Dakota",48.228375,-99.94802375
30085,"Roosevelt County, Montana",48.22529625,-104.7741643
30073,"Pondera County, Montana",48.212557,-112.1902962
38049,"McHenry County, North Dakota",48.17561777,-100.6453878
38061,"Mountrail County, North Dakota",48.16936457,-102.3713034
53029,"Island County, Washington",48.13259129,-122.563718
53009,"Clallam County, Washington",48.11316436,-124.0785116
38005,"Benson County, North Dakota",48.10509992,-99.30900475
27113,"Pennington County, Minnesota",48.07848667,-96.05560633
38035,"Grand Forks County, North Dakota",47.94211432,-97.44176768
38063,"Nelson County, North Dakota",47.92896675,-98.17436225
53061,"Snohomish County, Washington",47.92621415,-122.0211906
53031,"Jefferson County, Washington",47.91223271,-122.80572
27007,"Beltrami County, Minnesota",47.86900857,-94.87136886
30015,"Chouteau County, Montana",47.85369357,-110.4194733
30099,"Teton County, Montana",47.85041683,-112.1229283
27125,"Red Lake County, Minnesota",47.8500035,-96.05619375
38053,"McKenzie County, North Dakota",47.75683257,-103.3139289
27031,"Cook County, Minnesota",47.753344,-90.45172783
27119,"Polk County, Minnesota",47.74301141,-96.35440859
38027,"Eddy County, North Dakota",47.739316,-98.9043315
16055,"Kootenai County, Idaho",47.72596607,-116.7287046
30089,"Sanders County, Montana",47.70228389,-115.1327846
53007,"Chelan County, Washington",47.69038279,-120.3658719
30083,"Richland County, Montana",47.685009,-104.2844212
53063,"Spokane County, Washington",47.65467261,-117.3833189
53035,"Kitsap County, Washington",47.64519996,-122.6314262
30047,"Lake County, Montana",47.62692917,-114.1927916
27029,"Clearwater County, Minnesota",47.6058588,-95.4043566
53017,"Douglas County, Washington",47.602796,-119.9351733
53043,"Lincoln County, Washington",47.57559083,-118.3454706
38055,"McLean County, North Dakota",47.57037338,-101.1367422
38083,"Sheridan County, North Dakota",47.5584785,-100.2619418
38103,"Wells County, North Dakota",47.55827022,-99.65238578
30055,"McCone County, Montana",47.536087,-105.7335353
53033,"King County, Washington",47.48007867,-121.8964293
38097,"Traill County, North Dakota",47.4783633,-97.2223543
16079,"Shoshone County, Idaho",47.46978342,-115.9493246
38031,"Foster County, North Dakota",47.469765,-98.72873975
38091,"Steele County, North Dakota",47.436774,-97.74708775
38039,"Griggs County, North Dakota",47.4181108,-98.3380082
30013,"Cascade County, Montana",47.400979,-111.3742663
30033,"Garfield County, Montana",47.3964346,-107.0107262
27061,"Itasca County, Minnesota",47.395458,-93.55779392
38025,"Dunn County, North Dakota",47.38749317,-102.5252135
27137,"St. Louis County, Minnesota",47.3799673,-92.41871857
53045,"Mason County, Washington",47.37333867,-123.0944427
26083,"Keweenaw County, Michigan",47.351352,-88.25944725
30021,"Dawson County, Montana",47.32703925,-104.9737783
38057,"Mercer County, North Dakota",47.323376,-101.7988908
27075,"Lake County, Minnesota",47.31013333,-91.45331017
53025,"Grant County, Washington",47.29846056,-119.3877408
27107,"Norman County, Minnesota",47.28985667,-96.55528067
27087,"Mahnomen County, Minnesota",47.280657,-95.87444875
30061,"Mineral County, Montana",47.2714805,-115.1222008
30027,"Fergus County, Montana",47.23039045,-109.3618652
16009,"Benewah County, Idaho",47.18057733,-116.7170045
38065,"Oliver County, North Dakota",47.145874,-101.159363
53053,"Pierce County, Washington",47.13636813,-122.3374465
53027,"Grays Harbor County, Washington",47.11449157,-123.816483
53037,"Kittitas County, Washington",47.11174867,-120.7373656
30045,"Judith Basin County, Montana",47.1005466,-110.1540506
30069,"Petroleum County, Montana",47.087847,-108.2019515
27057,"Hubbard County, Minnesota",47.04002117,-94.90550983
26061,"Houghton County, Michigan",47.03797506,-88.60357994
27021,"Cass County, Minnesota",46.995887,-94.33284383
30063,"Missoula County, Montana",46.98919718,-113.9441324
38093,"Stutsman County, North Dakota",46.96861179,-98.89036571
53067,"Thurston County, Washington",46.9671036,-122.8173401
38043,"Kidder County, North Dakota",46.95911733,-99.7349335
38007,"Billings County, North Dakota",46.9503125,-103.4297765
38015,"Burleigh County, North Dakota",46.92459821,-100.4726094
38017,"Cass County, North Dakota",46.92260053,-97.16193422
27005,"Becker County, Minnesota",46.92025838,-95.69714431
53075,"Whitman County, Washington",46.9086955,-117.4690365
27027,"Clay County, Minnesota",46.8942568,-96.4900744
38003,"Barnes County, North Dakota",46.88595725,-98.09558417
53001,"Adams County, Washington",46.87399657,-118.6133384
30049,"Lewis and Clark County, Montana",46.86132787,-112.1878197
30079,"Prairie County, Montana",46.83708333,-105.3343737
38033,"Golden Valley County, North Dakota",46.82786167,-103.9085533
30109,"Wibaux County, Montana",46.824454,-104.122311
38089,"Stark County, North Dakota",46.80792425,-102.7464325
16057,"Latah County, Idaho",46.78818842,-116.7369198
38059,"Morton County, North Dakota",46.73552729,-101.4193943
26013,"Baraga County, Michigan",46.7340556,-88.41639
26131,"Ontonagon County, Michigan",46.65333344,-89.27606278
30077,"Powell County, Montana",46.65042571,-112.7762419
55007,"Bayfield County, Wisconsin",46.636739,-91.14388709
23003,"Aroostook County, Maine",46.63175628,-68.49037947
30059,"Meagher County, Montana",46.629465,-110.953882
27017,"Carlton County, Minnesota",46.59781036,-92.65954209
27001,"Aitkin County, Minnesota",46.5837925,-93.41620813
27159,"Wadena County, Minnesota",46.5730515,-94.97293883
53041,"Lewis County, Washington",46.56909541,-122.6843842
16035,"Clearwater County, Idaho",46.52648917,-116.132742
53077,"Yakima County, Washington",46.51375862,-120.5128006
55031,"Douglas County, Wisconsin",46.51287045,-91.87104918
53021,"Franklin County, Washington",46.50174083,-118.9299963
30065,"Musselshell County, Montana",46.49977275,-108.195432
53049,"Pacific County, Washington",46.4907435,-123.8821427
27035,"Crow Wing County, Minnesota",46.4879644,-94.0939188
26103,"Marquette County, Michigan",46.48603115,-87.65968769
30039,"Granite County, Montana",46.475526,-113.296628
53023,"Garfield County, Washington",46.475341,-117.537763
38073,"Ransom County, North Dakota",46.465401,-97.616714
55003,"Ashland County, Wisconsin",46.46136267,-90.675662
30107,"Wheatland County, Montana",46.4608435,-109.8960995
38087,"Slope County, North Dakota",46.454966,-103.485325
53013,"Columbia County, Washington",46.4527555,-118.02595
38047,"Logan County, North Dakota",46.45248333,-99.33440667
38045,"LaMoure County, North Dakota",46.44056163,-98.50329363
38041,"Hettinger County, North Dakota",46.415907,-102.495034
26053,"Gogebic County, Michigan",46.41129033,-89.81429633
16069,"Nez Perce County, Idaho",46.4041758,-116.7277994
26095,"Luce County, Michigan",46.4038755,-85.587065
27111,"Otter Tail County, Minnesota",46.3961665,-95.72824595
26003,"Alger County, Michigan",46.3934516,-86.7490329
30037,"Golden Valley County, Montana",46.3811925,-109.130368
55051,"Iron County, Wisconsin",46.35689186,-90.287383
30017,"Custer County, Montana",46.35492725,-105.5455915
30007,"Broadwater County, Montana",46.33816175,-111.552835
38029,"Emmons County, North Dakota",46.313123,-100.1614668
38037,"Grant County, North Dakota",46.3125558,-101.5964418
27167,"Wilkin County, Minnesota",46.30940114,-96.48639486
30025,"Fallon County, Montana",46.306156,-104.407845
38077,"Richland County, North Dakota",46.29928627,-96.88146133
26033,"Chippewa County, Michigan",46.29753195,-84.5345367
53069,"Wahkiakum County, Washington",46.29511225,-123.5008093
38085,"Sioux County, North Dakota",46.2710685,-100.858852
16061,"Lewis County, Idaho",46.270894,-116.3841674
30081,"Ravalli County, Montana",46.2255752,-114.0907852
53003,"Asotin County, Washington",46.221801,-117.1743343
30103,"Treasure County, Montana",46.21444833,-107.3021493
30023,"Deer Lodge County, Montana",46.1882445,-112.9105815
30043,"Jefferson County, Montana",46.1825015,-112.0354922
53071,"Walla Walla County, Washington",46.156554,-118.4647878
53015,"Cowlitz County, Washington",46.14679345,-122.7330055
38011,"Bowman County, North Dakota",46.14368233,-103.5210397
53005,"Benton County, Washington",46.14024589,-119.4084996
27115,"Pine County, Minnesota",46.11680115,-92.860198
26071,"Iron County, Michigan",46.10349243,-88.51582857
38021,"Dickey County, North Dakota",46.100882,-98.51871225
38081,"Sargent County, North Dakota",46.0972025,-97.60334638
38051,"McIntosh County, North Dakota",46.096187,-99.5424178
38001,"Adams County, North Dakota",46.0858385,-102.6409295
55125,"Vilas County, Wisconsin",46.06838355,-89.52551645
27153,"Todd County, Minnesota",46.058864,-94.911847
26097,"Mackinac County, Michigan",46.0433485,-85.0371487
26153,"Schoolcraft County, Michigan",46.0096458,-86.2872008
41007,"Clatsop County, Oregon",46.00729057,-123.9091256
27097,"Morrison County, Minnesota",46.00685362,-94.35141615
30087,"Rosebud County, Montana",45.97365882,-106.8039232
26043,"Dickinson County, Michigan",45.95430764,-87.88457436
30111,"Yellowstone County, Montana",45.94570143,-108.2761788
30093,"Silver Bow County, Montana",45.93665275,-112.6603415
27041,"Douglas County, Minnesota",45.9340474,-95.4464811
27051,"Grant County, Minnesota",45.93353286,-95.941152
41009,"Columbia County, Oregon",45.91890775,-122.986219
55129,"Washburn County, Wisconsin",45.896978,-91.773787
27065,"Kanabec County, Minnesota",45.8759905,-93.3502065
26041,"Delta County, Michigan",45.8689659,-86.9913703
27095,"Mille Lacs County, Minnesota",45.84594013,-93.61533325
55013,"Burnett County, Wisconsin",45.8439808,-92.3657726
55037,"Florence County, Wisconsin",45.83461067,-88.461134
55113,"Sawyer County, Wisconsin",45.82094525,-91.26808713
53039,"Klickitat County, Washington",45.81590487,-121.1116817
16049,"Idaho County, Idaho",45.81441715,-115.9353511
46089,"McPherson County, South Dakota",45.808836,-99.16130267
46021,"Campbell County, South Dakota",45.797875,-100.1170483
30097,"Sweet Grass County, Montana",45.76491075,-109.903955
27155,"Traverse County, Minnesota",45.755943,-96.56262325
53011,"Clark County, Washington",45.73920354,-122.546881
46091,"Marshall County, South Dakota",45.73526117,-97.612166
55085,"Oneida County, Wisconsin",45.7342242,-89.5819569
46031,"Corson County, South Dakota",45.73150645,-101.0696168
53059,"Skamania County, Washington",45.714469,-121.8341668
41059,"Umatilla County, Oregon",45.70663579,-118.7216037
27009,"Benton County, Minnesota",45.697313,-93.9971886
30095,"Stillwater County, Montana",45.66925375,-109.342652
27121,"Pope County, Minnesota",45.66120083,-95.504978
27059,"Isanti County, Minnesota",45.635618,-93.28940683
30011,"Carter County, Montana",45.6331832,-104.559253
55099,"Price County, Wisconsin",45.6273755,-90.37891888
41027,"Hood River County, Oregon",45.6114865,-121.6701643
27149,"Stevens County, Minnesota",45.5887874,-95.9802708
55041,"Forest County, Wisconsin",45.580249,-88.7117372
46063,"Harding County, South Dakota",45.5785595,-103.5633432
46013,"Brown County, South Dakota",45.5730635,-98.30958536
46105,"Perkins County, South Dakota",45.5700845,-102.4774983
26109,"Menominee County, Michigan",45.55829329,-87.525185
41051,"Multnomah County, Oregon",45.55045289,-122.505534
27145,"Stearns County, Minnesota",45.5436645,-94.59087015
46109,"Roberts County, South Dakota",45.54070156,-96.89308333
41067,"Washington County, Oregon",45.53753493,-122.9983402
41063,"Wallowa County, Oregon",45.5355872,-117.2037758
30031,"Gallatin County, Montana",45.53281421,-111.1873044
26047,"Emmet County, Michigan",45.5314293,-84.9045326
23021,"Piscataquis County, Maine",45.52764658,-69.23248692
30003,"Big Horn County, Montana",45.4890734,-107.4829025
26031,"Cheboygan County, Michigan",45.4826279,-84.5523871
41049,"Morrow County, Oregon",45.4757154,-119.6693242
27025,"Chisago County, Minnesota",45.47119258,-92.880122
46045,"Edmunds County, South Dakota",45.453433,-99.2938982
27141,"Sherburne County, Minnesota",45.449388,-93.75733967
46129,"Walworth County, South Dakota",45.4459256,-100.110793
55005,"Barron County, Wisconsin",45.44538707,-91.87939407
55107,"Rusk County, Wisconsin",45.44163063,-91.04268325
27011,"Big Stone County, Minnesota",45.43754271,-96.47938043
41057,"Tillamook County, Oregon",45.42268307,-123.8873759
41021,"Gilliam County, Oregon",45.420401,-120.2075873
41055,"Sherman County, Oregon",45.4193498,-120.7165032
55095,"Polk County, Wisconsin",45.40932071,-92.49326421
