company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,funding_round_type,funded_at,raised_amount_usd
/company/breathe-america,BreatheAmerica,health,USA,TN,Nashville,Nashville,series-b,2011-09-06,22000000
/company/breathe-america,BreatheAmerica,health,USA,TN,Nashville,Nashville,private-equity,2012-11-29,5000000
/company/breathe-america,BreatheAmerica,health,USA,TN,Nashville,Nashville,other,2013-09-24,2800000
/company/breather,Breather,hospitality,USA,NY,New York,New York,series-a,2013-06-05,1500000
/company/breather,Breather,hospitality,USA,NY,New York,New York,series-a,2013-07-29,
/company/breathometer-inc,"Breathometer, Inc.",mobile,USA,CA,SF Bay,Burlingame,angel,2012-09-15,540000
/company/breathometer-inc,"Breathometer, Inc.",mobile,USA,CA,SF Bay,Burlingame,series-a,2013-09-20,1540000
/company/breezeworks,Breezeworks,mobile,USA,CA,SF Bay,San Francisco,angel,2013-06-16,
/company/breezy,Breezy,enterprise,USA,CA,SF Bay,Oakland,angel,2011-03-08,750000
/company/breitbart-news-network,Breitbart News Network,news,USA,CA,Los Angeles,Los Angeles,venture,2011-09-26,10000000
/company/breker-verification-systems,Breker Verification Systems,software,USA,CA,SF Bay,Mountain View,series-a,2012-07-12,5000000
/company/brevado,Brevado,software,USA,NC,Raleigh-Durham,Durham,angel,2013-08-28,50000
/company/brevity,Brevity,software,USA,CA,Los Angeles,Burbank,series-a,2012-01-01,7700000
/company/brevity,Brevity,software,USA,CA,Los Angeles,Burbank,venture,2013-06-12,1000000
/company/briabe-mobile,Briabe Mobile,mobile,USA,CA,Venice,Venice,venture,2011-04-19,2000000
/company/brickell-biotech,Brickell Biotech,biotech,USA,FL,Miami,Miami,series-b,2013-02-26,7000000
/company/brickfish,Brickfish,software,USA,IL,Chicago,Chicago,series-a,2010-07-16,940261
/company/brickstream,Brickstream,analytics,USA,GA,Atlanta,Norcross,series-c+,2009-07-13,7973583
/company/brickstream,Brickstream,analytics,USA,GA,Atlanta,Norcross,venture,2010-04-22,8670000
/company/brickstream,Brickstream,analytics,USA,GA,Atlanta,Norcross,venture,2012-10-05,4000000
/company/brick-trends,BrickTrends,ecommerce,USA,TX,Austin,Austin,angel,2013-08-01,1000000
/company/bricsnet,Bricsnet,real_estate,USA,CA,SF Bay,San Francisco,venture,2007-10-17,13000000
/company/bricsnet,Bricsnet,real_estate,USA,CA,SF Bay,San Francisco,venture,2010-12-01,10000000
/company/bridge-energy-group,Bridge Energy Group,consulting,USA,MA,Boston,Marlborough,series-a,2011-09-19,
/company/bridge-energy-group,Bridge Energy Group,consulting,USA,MA,Boston,Marlborough,venture,2011-10-03,11000000
/company/bridge-semiconductor,Bridge Semiconductor,semiconductor,USA,PA,Pittsburg,Pittsburgh,other,2012-05-10,1400000
/company/bridge-semiconductor,Bridge Semiconductor,semiconductor,USA,PA,Pittsburg,Pittsburgh,venture,2011-12-08,577142
/company/bridgeline-digital,Bridgeline Digital,software,USA,MA,Boston,Woburn,venture,2012-06-07,2500000
/company/bridgeline-digital,Bridgeline Digital,software,USA,MA,Boston,Woburn,series-a,2013-06-26,2300000
/company/bridgeline-digital,Bridgeline Digital,software,USA,MA,Boston,Woburn,angel,2013-08-07,604000
/company/bridgeline-digital,Bridgeline Digital,software,USA,MA,Boston,Woburn,angel,2011-10-11,150000
/company/bridgelux,BridgeLux,manufacturing,USA,CA,SF Bay,Sunnyvale,series-c+,2008-06-24,30000000
/company/bridgelux,BridgeLux,manufacturing,USA,CA,SF Bay,Sunnyvale,series-c+,2010-01-13,50000000
/company/bridgelux,BridgeLux,manufacturing,USA,CA,SF Bay,Sunnyvale,venture,2006-04-03,8500000
/company/bridgelux,BridgeLux,manufacturing,USA,CA,SF Bay,Sunnyvale,venture,2011-02-08,21000000
/company/bridgelux,BridgeLux,manufacturing,USA,CA,SF Bay,Sunnyvale,series-c+,2011-07-28,60000000
/company/bridgelux,BridgeLux,manufacturing,USA,CA,SF Bay,Sunnyvale,venture,2011-10-24,15000000
/company/bridgelux,BridgeLux,manufacturing,USA,CA,SF Bay,Sunnyvale,venture,2012-02-13,25000000
/company/bridgepoint-medical,BridgePoint Medical,medical,USA,MN,Minneapolis,Plymouth,series-b,2007-01-23,10000000
/company/bridgepoint-medical,BridgePoint Medical,medical,USA,MN,Minneapolis,Plymouth,venture,2010-12-23,9100000
/company/bridgepoint-medical,BridgePoint Medical,medical,USA,MN,Minneapolis,Plymouth,series-c+,2011-03-25,9100000
/company/bridgeport-networks,BridgePort Networks,software,USA,IL,Chicago,Chicago,series-c+,2006-11-03,13000000
/company/bridgestream,Bridgestream,,USA,CA,SF Bay,Redwood Shores,series-b,2006-04-05,6500000
/company/bridgevine,"Bridgevine, Inc.",ecommerce,USA,FL,Vero Beach,Vero Beach,series-a,2005-12-01,3250000
/company/bridgevine,"Bridgevine, Inc.",ecommerce,USA,FL,Vero Beach,Vero Beach,series-b,2007-08-01,7100000
/company/bridgevine,"Bridgevine, Inc.",ecommerce,USA,FL,Vero Beach,Vero Beach,series-c+,2009-06-03,3500000
/company/bridgevine,"Bridgevine, Inc.",ecommerce,USA,FL,Vero Beach,Vero Beach,series-a,2004-01-01,2700000
/company/bridgewave,BridgeWave Communications,mobile,USA,CA,SF Bay,Santa Clara,series-c+,2007-07-30,7800000
/company/bridgewave,BridgeWave Communications,mobile,USA,CA,SF Bay,Santa Clara,series-c+,2008-06-25,10000000
/company/bridgewave,BridgeWave Communications,mobile,USA,CA,SF Bay,Santa Clara,venture,2009-11-12,2400000
/company/bridgewave,BridgeWave Communications,mobile,USA,CA,SF Bay,Santa Clara,series-b,2005-12-14,7000000
/company/bridgewave,BridgeWave Communications,mobile,USA,CA,SF Bay,Santa Clara,venture,2012-01-10,10300000
/company/bridgewave,BridgeWave Communications,mobile,USA,CA,SF Bay,Santa Clara,venture,2013-01-04,2932199
/company/briggo,Briggo,hospitality,USA,TX,Austin,Austin,other,2013-07-16,2150000
/company/briggo,Briggo,hospitality,USA,TX,Austin,Austin,venture,2012-01-11,2949719
/company/bright-funds,Bright Funds,nonprofit,USA,CA,SF Bay,San Francisco,other,2013-02-11,350000
/company/bright-media-corporation,Bright Media Corporation,web,USA,CA,SF Bay,San Francisco,series-a,2012-06-19,6000000
/company/bright-media-corporation,Bright Media Corporation,web,USA,CA,SF Bay,San Francisco,series-b,2013-09-18,14000000
/company/bright-pattern,Bright Pattern,enterprise,USA,CA,SF Bay,San Bruno,series-a,2010-10-01,1500000
/company/bright-pattern,Bright Pattern,enterprise,USA,CA,SF Bay,San Bruno,series-a,2012-10-01,2000000
/company/bright-view-technologies,Bright View Technologies,hardware,USA,NC,Raleigh-Durham,Morrisville,venture,2006-01-01,7500000
/company/bright-view-technologies,Bright View Technologies,hardware,USA,NC,Raleigh-Durham,Morrisville,series-b,2008-06-01,15000000
/company/bright-view-technologies,Bright View Technologies,hardware,USA,NC,Raleigh-Durham,Morrisville,series-c+,2009-04-22,4000000
/company/brighttax,Bright!Tax,finance,USA,NY,New York - Other,,private-equity,2013-08-05,50000
/company/brightbox,Brightbox,mobile,USA,NY,New York,NEW YORK,other,2013-02-28,425000
/company/brightbox,Brightbox,mobile,USA,NY,New York,NEW YORK,angel,2013-08-02,1007815
/company/brightbox-technologies,BrightBox Technologies,,USA,CA,SF Bay,Berkeley,angel,2013-02-01,
/company/brightbytes,BrightBytes,analytics,USA,CA,SF Bay,San Francisco,angel,2012-03-03,220000
/company/brightbytes,BrightBytes,analytics,USA,CA,SF Bay,San Francisco,angel,2012-09-15,
/company/brightbytes,BrightBytes,analytics,USA,CA,SF Bay,San Francisco,angel,2013-01-07,
/company/brightbytes,BrightBytes,analytics,USA,CA,SF Bay,San Francisco,angel,2013-02-19,750000
/company/brightbytes,BrightBytes,analytics,USA,CA,SF Bay,San Francisco,series-a,2013-06-27,3277670
/company/brightbytes,BrightBytes,analytics,USA,CA,SF Bay,San Francisco,series-a,2013-07-11,2500000
/company/brightcontext,BrightContext,,USA,VA,Washington DC,Arlington,venture,2013-01-09,
/company/brightcove,Brightcove,enterprise,USA,MA,Boston,Cambridge,series-a,2005-03-01,5500000
/company/brightcove,Brightcove,enterprise,USA,MA,Boston,Cambridge,series-b,2005-11-01,16200000
/company/brightcove,Brightcove,enterprise,USA,MA,Boston,Cambridge,series-c+,2007-01-01,59500000
/company/brightcove,Brightcove,enterprise,USA,MA,Boston,Cambridge,series-b,2006-09-01,5000000
/company/brightcove,Brightcove,enterprise,USA,MA,Boston,Cambridge,series-c+,2008-05-01,4900000
/company/brightcove,Brightcove,enterprise,USA,MA,Boston,Cambridge,series-c+,2010-04-05,12000000
/company/brightdoor-systems,BrightDoor Systems,enterprise,USA,NC,Raleigh-Durham,Cary,series-a,2007-04-13,200000
/company/brightdoor-systems,BrightDoor Systems,enterprise,USA,NC,Raleigh-Durham,Cary,venture,2008-09-01,2000000
/company/brightedge,BrightEdge,search,USA,CA,SF Bay,San Mateo,series-b,2010-03-16,6500000
/company/brightedge,BrightEdge,search,USA,CA,SF Bay,San Mateo,series-c+,2012-03-15,12600000
/company/brightedge,BrightEdge,search,USA,CA,SF Bay,San Mateo,series-c+,2013-06-11,42800000
/company/brightedge,BrightEdge,search,USA,CA,SF Bay,San Mateo,series-a,2008-08-08,
/company/brighter-dental-care,BRIGHTER DENTAL CARE,health,USA,NJ,Branchburg,Branchburg,venture,2012-05-11,
/company/brighter,Brighter.com,web,USA,CA,Los Angeles,Santa Monica,series-a,2011-01-01,5000000
/company/brighter,Brighter.com,web,USA,CA,Los Angeles,Santa Monica,series-b,2011-08-15,8000000
/company/brightergy,Brightergy,cleantech,USA,MO,Kansas City,Kansas City,venture,2011-10-16,2500000
/company/brightfarms,BrightFarms,cleantech,USA,NY,New York,New York,series-a,2011-12-13,4300000
/company/brightgeist-media,Brightgeist Media,advertising,USA,NY,New York,New York,venture,2006-09-26,
/company/brightkite,Brightkite,social,USA,CA,SF Bay,Burlingame,angel,2007-08-01,15000
/company/brightkite,Brightkite,social,USA,CA,SF Bay,Burlingame,angel,2008-03-05,1000000
/company/brightkite,Brightkite,social,USA,CA,SF Bay,Burlingame,venture,2009-07-06,400000
/company/brightleaf,Brightleaf,legal,USA,MA,Boston,Westwood,venture,2010-03-19,3000000
/company/brightleaf,Brightleaf,legal,USA,MA,Boston,Westwood,other,2013-02-25,500000
/company/brightline-itv,BrightLine,advertising,USA,NY,New York,New York,venture,2011-07-19,30000000
/company/brightnest,BrightNest,web,USA,CO,Denver,Denver,angel,2011-11-01,950000
/company/pearl-systems,Brightpearl,web,USA,CA,unknown,Bristol,series-a,2011-05-25,5000000
/company/pearl-systems,Brightpearl,web,USA,CA,unknown,Bristol,series-b,2013-05-21,8000000
/company/pearl-systems,Brightpearl,web,USA,CA,unknown,Bristol,series-a,2010-06-24,1500000
/company/brightqube,BrightQube,ecommerce,USA,CA,San Diego,Carlsbad,angel,2007-05-01,200000
/company/brightqube,BrightQube,ecommerce,USA,CA,San Diego,Carlsbad,series-a,2008-05-27,650000
/company/brightroll,BrightRoll,advertising,USA,CA,SF Bay,San Francisco,angel,2006-11-01,1000000
/company/brightroll,BrightRoll,advertising,USA,CA,SF Bay,San Francisco,series-a,2007-10-01,5000000
/company/brightroll,BrightRoll,advertising,USA,CA,SF Bay,San Francisco,series-b,2010-02-03,10000000
/company/brightroll,BrightRoll,advertising,USA,CA,SF Bay,San Francisco,series-c+,2011-11-15,30000000
/company/brightscope,BrightScope,finance,USA,CA,San Diego,San Diego,series-a,2008-05-31,900000
/company/brightscope,BrightScope,finance,USA,CA,San Diego,San Diego,series-b,2009-09-01,2000000
/company/brightscope,BrightScope,finance,USA,CA,San Diego,San Diego,series-c+,2012-09-12,3000000
/company/brightside-software,BrightSide Software,enterprise,USA,CA,SF Bay,Palo Alto,angel,2007-01-01,
/company/brightsource-energy,BrightSource Energy,cleantech,USA,CA,SF Bay,Oakland,series-c+,2008-06-27,115000000
/company/brightsource-energy,BrightSource Energy,cleantech,USA,CA,SF Bay,Oakland,series-a,2006-11-01,
/company/brightsource-energy,BrightSource Energy,cleantech,USA,CA,SF Bay,Oakland,series-c+,2010-05-20,150000000
/company/brightsource-energy,BrightSource Energy,cleantech,USA,CA,SF Bay,Oakland,series-c+,2010-09-27,26000000
/company/brightsource-energy,BrightSource Energy,cleantech,USA,CA,SF Bay,Oakland,venture,2011-02-14,90000000
/company/brightsource-energy,BrightSource Energy,cleantech,USA,CA,SF Bay,Oakland,series-c+,2011-03-31,201000000
/company/brightsource-energy,BrightSource Energy,cleantech,USA,CA,SF Bay,Oakland,venture,2011-04-11,168000000
/company/brightsource-energy,BrightSource Energy,cleantech,USA,CA,SF Bay,Oakland,venture,2012-10-24,80000000
/company/brightsource-energy,BrightSource Energy,cleantech,USA,CA,SF Bay,Oakland,private-equity,2013-07-25,15000000
/company/brightstar,Brightstar,public_relations,USA,FL,Miami,Miami,venture,2007-07-09,283000000
/company/brightstorm,Brightstorm,games_video,USA,CA,SF Bay,San Francisco,series-a,2008-10-21,6000000
/company/brighttag,BrightTag,enterprise,USA,IL,Chicago,Chicago,series-a,2010-08-25,3000000
/company/brighttag,BrightTag,enterprise,USA,IL,Chicago,Chicago,venture,2011-08-15,5000000
/company/brighttag,BrightTag,enterprise,USA,IL,Chicago,Chicago,series-c+,2012-04-25,15000000
/company/brightwhistle,BrightWhistle,advertising,USA,GA,Atlanta,Atlanta,angel,2011-07-26,1100000
/company/brightwhistle,BrightWhistle,advertising,USA,GA,Atlanta,Atlanta,series-a,2012-08-10,2100000
/company/brijot-imaging-systems,Brijot Imaging Systems,software,USA,FL,Orlando,Lake Mary,venture,2007-08-20,14000000
/company/brilig,Brilig,advertising,USA,NY,New York,New York,venture,2011-03-22,1800000
/company/brill-street,Brill Street,,USA,IL,Chicago,Chicago,series-a,2007-11-20,1287500
/company/brilliant-telecom,Brilliant Telecommunications,network_hosting,USA,CA,SF Bay,Campbell,series-b,2008-08-04,11000000
/company/brilliant-telecom,Brilliant Telecommunications,network_hosting,USA,CA,SF Bay,Campbell,series-a,2007-02-01,7100000
/company/brilliant-telecom,Brilliant Telecommunications,network_hosting,USA,CA,SF Bay,Campbell,venture,2009-10-12,7600000
/company/brilliant-telecom,Brilliant Telecommunications,network_hosting,USA,CA,SF Bay,Campbell,other,2010-05-28,1300000
/company/bringlight,Bring Light,web,USA,CA,SF Bay,Cupertino,angel,2006-12-01,
/company/bringit-com,BringIt,games_video,USA,CA,SF Bay,San Francisco,angel,2008-05-05,1290000
/company/bringit-com,BringIt,games_video,USA,CA,SF Bay,San Francisco,series-a,2010-07-15,1550000
/company/bringit-com,BringIt,games_video,USA,CA,SF Bay,San Francisco,venture,2010-11-03,1500000
/company/bringmethenews,BringMeTheNews,news,USA,MN,Minneapolis,Minneapolis,venture,2010-08-10,1000000
/company/bringmethenews,BringMeTheNews,news,USA,MN,Minneapolis,Minneapolis,venture,2012-07-27,3000000
/company/bringshare,BringShare,analytics,USA,OH,Columbus,Columbus,venture,2013-05-14,220000
/company/bringshare,BringShare,analytics,USA,OH,Columbus,Columbus,venture,2011-09-27,611931
/company/brit,Brit + Co.,ecommerce,USA,CA,SF Bay,San Francisco,angel,2012-04-30,1250000
/company/brit,Brit + Co.,ecommerce,USA,CA,SF Bay,San Francisco,series-a,2013-06-25,6300000
/company/britely,Britely,web,USA,CA,SF Bay,Palo Alto,angel,2007-01-01,900000
/company/britely,Britely,web,USA,CA,SF Bay,Palo Alto,angel,2009-06-01,500000
/company/britely,Britely,web,USA,CA,SF Bay,Palo Alto,series-a,2009-09-03,2500000
/company/britestream-networks,Britestream Networks,public_relations,USA,TX,Austin,Austin,series-c+,2005-10-18,10000000
/company/brivas-technologies,BRIVAS TECHNOLOGIES,enterprise,USA,OH,Cincinnati,Cincinnati,angel,2013-08-26,100000
/company/brivas-technologies,BRIVAS TECHNOLOGIES,enterprise,USA,OH,Cincinnati,Cincinnati,angel,2013-01-01,100000
/company/broad-institute,Broad Institute,biotech,USA,MA,Boston,Cambridge,other,2012-01-26,32500000
/company/broadband-voice,Broadband Voice,network_hosting,USA,MS,Clinton,Clinton,venture,2009-12-02,80000
/company/broadbus,Broadbus Technologies,hardware,USA,IL,Chicago,Libertyville,series-c+,2005-08-26,20000000
/company/broadbus,Broadbus Technologies,hardware,USA,IL,Chicago,Libertyville,series-c+,2005-08-26,20000000
/company/broadcast-international,Broadcast International,software,USA,UT,Salt Lake City,Salt Lake City,venture,2010-12-24,15000000
/company/broadcast-international,Broadcast International,software,USA,UT,Salt Lake City,Salt Lake City,venture,2012-03-14,6950000
/company/broadcast-pix,Broadcast Pix,software,USA,MA,Boston,Billerica,venture,2011-03-15,1000000
/company/broadcast-pix,Broadcast Pix,software,USA,MA,Boston,Billerica,other,2013-01-31,300000
/company/broadcast-pix,Broadcast Pix,software,USA,MA,Boston,Billerica,venture,2012-07-26,1542378
/company/broadcast-com,Broadcast.com,games_video,USA,TX,Dallas,Dallas,venture,1998-07-01,
/company/broadcastr,Broadcastr,mobile,USA,NY,New York,Brooklyn,venture,2012-12-10,2574556
/company/broadchoice,Broadchoice,software,USA,CA,SF Bay,San Mateo,series-a,2008-01-01,2700000
/company/broadclip,BroadClip,software,USA,CA,SF Bay,Livermore,venture,2010-02-04,2885000
/company/broadlight,BroadLight,software,USA,CA,SF Bay,Santa Clara,series-c+,2007-09-11,12000000
/company/broadlight,BroadLight,software,USA,CA,SF Bay,Santa Clara,series-c+,2005-11-17,10000000
/company/broadlight,BroadLight,software,USA,CA,SF Bay,Santa Clara,other,2007-03-01,5000000
/company/broadlogic,BroadLogic Network Technologies,semiconductor,USA,CA,SF Bay,San Jose,series-b,2007-06-18,17000000
/company/broadsoft,BroadSoft,software,USA,MD,Washington DC,Gaithersburg,series-c+,2007-07-17,10000000
/company/broadsoft,BroadSoft,software,USA,MD,Washington DC,Gaithersburg,series-c+,2002-09-09,32500000
/company/broadview-networks,Broadview Networks,enterprise,USA,NY,New York,Rye Brook,other,2012-09-20,25000000
/company/broadway-com,Broadway Networks,public_relations,USA,CA,SF Bay,San Jose,venture,2010-01-13,954000
/company/brocade-communications-systems,Brocade Communications Systems,network_hosting,USA,CA,SF Bay,San Jose,post-ipo,2010-01-20,300000000
/company/bromium,Bromium,security,USA,CA,SF Bay,Cupertino,series-a,2011-06-22,9200000
/company/bromium,Bromium,security,USA,CA,SF Bay,Cupertino,series-b,2012-06-20,26500000
/company/browsercast-com,Browsercast.com,web,USA,CO,Denver,Denver,angel,2006-12-15,400000
/company/browserling,Browserling,software,USA,CA,SF Bay,Oakland,angel,2011-03-01,55000
/company/browster,Browster,,USA,CA,SF Bay,San Francisco,series-a,2006-01-03,5800000
/company/bstock-solutions,BStock Solutions,ecommerce,USA,CA,SF Bay,Redwood City,angel,2009-02-01,1200000
/company/bubblelife-media,BubbleLife Media,advertising,USA,TX,Dallas,Dallas,venture,2012-11-13,50000
/company/bubblenoise,BubbleNoise,web,USA,CA,SF Bay,San Francisco,angel,2008-01-01,
/company/buccaneer,Buccaneer,enterprise,USA,VA,Washington DC,Warrenton,angel,2013-07-01,1400000
/company/billing-revolution,Buck,mobile,USA,WA,Seattle,Seattle,series-b,2011-05-16,6600000
/company/billing-revolution,Buck,mobile,USA,WA,Seattle,Seattle,venture,2011-06-21,
/company/bucketfeet,BucketFeet,ecommerce,USA,IL,Chicago,Chicago,angel,2010-11-07,60000
/company/bucketfeet,BucketFeet,ecommerce,USA,IL,Chicago,Chicago,angel,2012-06-01,500000
/company/bucketfeet,BucketFeet,ecommerce,USA,IL,Chicago,Chicago,series-a,2012-10-01,1600000
/company/buddy,Buddy,enterprise,USA,WA,Seattle,Kirkland,angel,2012-05-30,1100000
/company/buddy,Buddy,enterprise,USA,WA,Seattle,Kirkland,other,2011-12-28,75000
/company/buddytv,BuddyTV,games_video,USA,WA,Seattle,Seattle,series-a,2007-07-01,2800000
/company/buddytv,BuddyTV,games_video,USA,WA,Seattle,Seattle,angel,2007-05-01,250000
/company/buddytv,BuddyTV,games_video,USA,WA,Seattle,Seattle,series-b,2008-04-14,6000000
/company/dabbl,Budge,mobile,USA,NY,New York,New York,angel,2012-06-30,1016000
/company/budgetsimple,BudgetSimple,web,USA,PA,Pittsburg,Pittsburgh,angel,2013-06-25,25000
/company/bueda,Bueda,advertising,USA,PA,Pittsburg,Pittsburgh,angel,2008-01-01,25000
/company/bueda,Bueda,advertising,USA,PA,Pittsburg,Pittsburgh,venture,2010-07-01,100000
/company/buena-park-locksmith,Buena Park Locksmith,security,USA,CA,Los Angeles,Buena Park,angel,1973-04-15,
/company/buffalopacific,BuffaloPacific,web,USA,FL,Naples,Naples,venture,2013-08-26,400000
/company/buffer,Buffer,social,USA,CA,SF Bay,San Francisco,angel,2011-12-20,400000
/company/buglabs,Bug Labs,hardware,USA,NY,New York,New York,series-c+,2008-08-14,
/company/buglabs,Bug Labs,hardware,USA,NY,New York,New York,series-a,2006-04-09,500000
/company/buglabs,Bug Labs,hardware,USA,NY,New York,New York,venture,2010-06-21,3000000
/company/bugcrowd,Bugcrowd,security,USA,CA,SF Bay,San Francisco,angel,2012-12-06,50000
/company/bugcrowd,Bugcrowd,security,USA,CA,SF Bay,San Francisco,venture,2013-09-04,1600000
/company/buggl,Buggl,travel,USA,MA,Boston,Boston,angel,2012-03-04,
/company/bugsnag,Bugsnag,software,USA,CA,SF Bay,San Francisco,angel,2013-09-20,1400000
/company/build,BUILD,enterprise,USA,CA,SF Bay,Redwood City,other,2013-09-19,450000
/company/builderscloud,BuildersCloud,software,USA,WA,Seattle,Bellevue,angel,2013-08-08,1100000
/company/buildfax,BuildFax,real_estate,USA,NC,Asheville,Asheville,venture,2011-06-09,4000000
/company/buildforge,BuildForge,software,USA,TX,Austin,Austin,series-b,2005-09-12,6000000
/company/buildingiq,BuildingIQ,software,USA,CA,SF Bay,San Mateo,other,2011-08-08,1200000
/company/buildingiq,BuildingIQ,software,USA,CA,SF Bay,San Mateo,venture,2013-01-22,9000000
/company/buildingiq,BuildingIQ,software,USA,CA,SF Bay,San Mateo,venture,2012-12-26,8873747
/company/buildinglayer,BuildingLayer,software,USA,KY,Lexington,Lexington,angel,2011-06-01,20000
/company/buildingsearch-com,BuildingSearch.com,web,USA,CA,SF Bay,Campbell,angel,2008-01-01,850000
/company/buildmymove,BuildMyMove,,USA,KS,Kansas City,Overland Park,series-a,2011-01-14,1500000
/company/buildzoom,BuildZoom,real_estate,USA,AZ,Phoenix,Scottsdale,angel,2012-12-01,18000
/company/buildzoom,BuildZoom,real_estate,USA,AZ,Phoenix,Scottsdale,angel,2013-06-25,1395000
/company/built-io,built.io,software,USA,CA,SF Bay,San Francisco,angel,2012-11-13,600000
/company/bulbstorm-inc,Bulbstorm,software,USA,AZ,Phoenix,Phoenix,venture,2012-10-10,100000
/company/bull-moose-energy,Bull Moose Energy,cleantech,USA,CA,San Diego,Encinitas,venture,2007-06-12,60000000
/company/bulldog-solutions,Bulldog Solutions,,USA,TX,Austin,Austin,series-a,2007-03-22,5000000
/company/bullet-biotechnology,Bullet Biotechnology,biotech,USA,CA,SF Bay,Menlo Park,series-a,2013-07-09,1135198
/company/bullhorn,Bullhorn,enterprise,USA,MA,Boston,Boston,series-c+,2008-05-30,26000000
/company/bullhorn,Bullhorn,enterprise,USA,MA,Boston,Boston,series-c+,2006-06-08,1500000
/company/bulu-box,Bulu Box,ecommerce,USA,NE,Omaha,Lincoln,series-a,2012-09-05,550000
/company/bulx,BULX,ecommerce,USA,NY,Westbury,Westbury,angel,2010-06-02,240000
/company/bump-com,BUMP Network,analytics,USA,CA,San Diego,La Jolla,series-a,2010-05-04,1000000
/company/bump-com,BUMP Network,analytics,USA,CA,San Diego,La Jolla,series-b,2011-04-15,1200000
/company/bump-com,BUMP Network,analytics,USA,CA,San Diego,La Jolla,series-b,2012-11-06,2300000
/company/bump-com,BUMP Network,analytics,USA,CA,San Diego,La Jolla,venture,2013-06-26,4000000
/company/bump-technologies,Bump Technologies,mobile,USA,CA,SF Bay,Mountain View,angel,2009-06-01,
/company/bump-technologies,Bump Technologies,mobile,USA,CA,SF Bay,Mountain View,series-a,2009-10-24,3400000
/company/bump-technologies,Bump Technologies,mobile,USA,CA,SF Bay,Mountain View,series-b,2011-01-10,16500000
/company/bumpr,Bumpr,web,USA,NE,Omaha,Omaha,angel,2009-03-01,
/company/bunchball,Bunchball,software,USA,CA,SF Bay,Redwood City,series-a,2006-10-01,2000000
/company/bunchball,Bunchball,software,USA,CA,SF Bay,Redwood City,series-b,2008-04-13,4000000
/company/bunchball,Bunchball,software,USA,CA,SF Bay,Redwood City,venture,2011-06-13,6500000
/company/bundle-it,Bundle It,web,USA,CT,Old Saybrook,Old Saybrook,angel,2011-04-15,250000
/company/bundle-it,Bundle It,web,USA,CT,Old Saybrook,Old Saybrook,angel,2011-09-15,200000
/company/bungee-labs,Bungee Labs,software,USA,UT,Salt Lake City,Orem,series-a,2005-09-02,8370000
/company/bungee-labs,Bungee Labs,software,USA,UT,Salt Lake City,Orem,series-b,2006-11-21,7100000
/company/bungee-labs,Bungee Labs,software,USA,UT,Salt Lake City,Orem,series-c+,2008-03-14,8000000
/company/bunker-mode,Bunker Mode,mobile,USA,CA,SF Bay,San Francisco,venture,2013-03-13,200000
/company/bunndle,Bunndle,advertising,USA,CA,SF Bay,Palo Alto,angel,2010-07-01,550000
/company/bureau-of-trade,Bureau Of Trade,ecommerce,USA,CA,SF Bay,San Francisco,angel,2012-09-27,1200000
/company/burner,Burner,mobile,USA,CA,Los Angeles,Los Angeles,angel,2012-10-18,
/company/burner,Burner,mobile,USA,CA,Los Angeles,Los Angeles,series-a,2013-09-26,2000000
/company/burning-sky-software,Burning Sky Software,software,USA,PA,Downington,Downington,series-a,2010-01-07,1500000
/company/burst-online-entertainment,Burst Online Entertainment,games_video,USA,PA,Philadelphia,Philadelphia,venture,2012-01-13,100000
/company/burst-it,Burst.it,web,USA,MA,Boston,Boston,venture,2012-06-19,3450000
/company/burstly,Burstly,analytics,USA,CA,Los Angeles,Santa Monica,series-a,2010-03-30,1800000
/company/burstly,Burstly,analytics,USA,CA,Los Angeles,Santa Monica,venture,2011-11-30,5500000
/company/busca-corp,Busca Corp,games_video,USA,CA,San Diego,La Jolla,series-a,2008-01-01,2000000
/company/busca-corp,Busca Corp,games_video,USA,CA,San Diego,La Jolla,series-b,2010-01-01,2000000
/company/busca-corp,Busca Corp,games_video,USA,CA,San Diego,La Jolla,series-c+,2012-01-01,1000000
/company/business-engine,Business Engine,consulting,USA,CA,SF Bay,San Francisco,venture,2005-09-02,4000000
/company/business-insider,Business Insider,web,USA,NY,New York,New York,angel,2008-07-16,900000
/company/business-insider,Business Insider,web,USA,NY,New York,New York,series-c+,2010-07-28,3000000
/company/business-insider,Business Insider,web,USA,NY,New York,New York,series-c+,2009-05-21,2700000
/company/business-insider,Business Insider,web,USA,NY,New York,New York,venture,2011-09-22,7000000
/company/business-insider,Business Insider,web,USA,NY,New York,New York,venture,2013-04-07,5000000
/company/business-intelligence-international,BUSINESS INTELLIGENCE INTERNATIONAL,software,USA,PA,Philadelphia,WAYNE,angel,2012-12-04,475000
/company/business-owners-advantage,BUSINESS OWNERS ADVANTAGE,software,USA,UT,Salt Lake City,OREM,other,2013-03-14,1175000
/company/business-texter,Business Texter,software,USA,WA,Spokane Valley,Spokane Valley,angel,2013-08-04,250000
/company/businesscard2,BusinessCard2,web,USA,MN,Minneapolis,Minneapolis,angel,2007-01-01,700000
/company/businesscard2,BusinessCard2,web,USA,MN,Minneapolis,Minneapolis,angel,2009-06-16,1000000
/company/businesscard2,BusinessCard2,web,USA,MN,Minneapolis,Minneapolis,venture,2009-08-17,
