id,name,male_18_to_24,lat,long,,
36051,"Livingston County, New York",4805,42.75073,-77.77631735,,
16029,"Caribou County, Idaho",254,42.7447618,-111.5587412,,
19151,"Pocahontas County, Iowa",248,42.74386213,-94.715782,,
36099,"Seneca County, New York",1983,42.74223825,-76.81598075,,
46127,"Union County, South Dakota",521,42.741246,-96.6286914,,
55101,"Racine County, Wisconsin",8417,42.73838312,-87.92363247,,
19069,"Franklin County, Iowa",416,42.72816256,-93.29917178,,
19023,"Butler County, Iowa",462,42.70974083,-92.82738608,,
19197,"Wright County, Iowa",488,42.69950533,-93.72785044,,
36083,"Rensselaer County, New York",10191,42.68491503,-73.52191966,,
36121,"Wyoming County, New York",1944,42.68161495,-78.22968563,,
16067,"Minidoka County, Idaho",960,42.67784075,-113.689449,,
31045,"Dawes County, Nebraska",1150,42.674752,-103.249401,,
55105,"Rock County, Wisconsin",6984,42.670715,-89.07190029,,
55045,"Green County, Wisconsin",1279,42.6669585,-89.6037565,,
26065,"Ingham County, Michigan",28676,42.65776747,-84.44612725,,
16005,"Bannock County, Idaho",5260,42.64670792,-112.2476943,,
25009,"Essex County, Massachusetts",33566,42.64545072,-70.95752375,,
16053,"Jerome County, Idaho",1141,42.639914,-114.2308617,,
55065,"Lafayette County, Wisconsin",731,42.63652722,-90.079518,,
26045,"Eaton County, Michigan",4986,42.63218331,-84.83612092,,
31165,"Sioux County, Nebraska",38,42.631216,-103.782027,,
55127,"Walworth County, Wisconsin",6818,42.63072588,-88.52596069,,
36077,"Otsego County, New York",4952,42.62657063,-75.02079269,,
36123,"Yates County, New York",1264,42.62311791,-77.06986027,,
26015,"Barry County, Michigan",2376,42.62232867,-85.31580533,,
31161,"Sheridan County, Nebraska",154,42.62207743,-102.4449084,,
26099,"Macomb County, Michigan",35824,42.62163915,-82.94551308,,
36001,"Albany County, New York",20792,42.61962581,-73.92869345,,
41015,"Curry County, Oregon",648,42.61879625,-124.3633121,,
26005,"Allegan County, Michigan",4430,42.61292635,-85.85039724,,
26125,"Oakland County, Michigan",47701,42.61163837,-83.32792523,,
31107,"Knox County, Nebraska",250,42.6113575,-97.83973163,,
36095,"Schoharie County, New York",1977,42.60825317,-74.46073917,,
36023,"Cortland County, New York",4165,42.60185775,-76.081792,,
31027,"Cedar County, Nebraska",322,42.59071622,-97.24694989,,
41035,"Klamath County, Oregon",3217,42.58856126,-121.6522446,,
31031,"Cherry County, Nebraska",172,42.58309822,-101.111787,,
25011,"Franklin County, Massachusetts",3046,42.57728529,-72.62602481,,
26093,"Livingston County, Michigan",7010,42.56954017,-83.89837167,,
55059,"Kenosha County, Wisconsin",8574,42.56023363,-87.99749989,,
16077,"Power County, Idaho",391,42.546289,-112.7748173,,
36017,"Chenango County, New York",2062,42.529632,-75.60470855,,
56023,"Lincoln County, Wyoming",612,42.52197344,-110.7737968,,
31149,"Rock County, Nebraska",35,42.5141495,-99.503568,,
31017,"Brown County, Nebraska",83,42.51413967,-99.82855133,,
19019,"Buchanan County, Iowa",779,42.51202755,-91.83661136,,
19055,"Delaware County, Iowa",584,42.476835,-91.3761093,,
31051,"Dixon County, Nebraska",212,42.47276763,-96.86988638,,
36109,"Tompkins County, New York",14840,42.4690658,-76.45298793,,
19013,"Black Hawk County, Iowa",10247,42.46672973,-92.285328,,
19061,"Dubuque County, Iowa",5018,42.46532411,-90.8874995,,
16083,"Twin Falls County, Idaho",3627,42.44783644,-114.5442722,,
41029,"Jackson County, Oregon",8693,42.44409107,-122.7874612,,
25017,"Middlesex County, Massachusetts",72692,42.4344479,-71.34942154,,
31089,"Holt County, Nebraska",346,42.43185611,-98.77739911,,
19187,"Webster County, Iowa",2491,42.42724421,-94.17515757,,
19193,"Woodbury County, Iowa",5333,42.41173963,-96.17181379,,
17085,"Jo Daviess County, Illinois",758,42.40251922,-90.20319211,,
36097,"Schuyler County, New York",832,42.39932125,-76.86070708,,
19025,"Calhoun County, Iowa",300,42.3989788,-94.6109049,,
19093,"Ida County, Iowa",209,42.3916778,-95.4713476,,
19161,"Sac County, Iowa",344,42.39117838,-95.10745238,,
31043,"Dakota County, Nebraska",1045,42.39081217,-96.56036733,,
19075,"Grundy County, Iowa",437,42.37364,-92.78527856,,
17177,"Stephenson County, Illinois",1858,42.3700798,-89.6677502,,
19079,"Hamilton County, Iowa",564,42.36512689,-93.68347811,,
25015,"Hampshire County, Massachusetts",15747,42.36322472,-72.70955269,,
17007,"Boone County, Illinois",2371,42.3475092,-88.7999046,,
19083,"Hardin County, Iowa",820,42.34341823,-93.23125177,,
25025,"Suffolk County, Massachusetts",59290,42.33912769,-71.00882231,,
25003,"Berkshire County, Massachusetts",6286,42.33896553,-73.21983724,,
41033,"Josephine County, Oregon",2990,42.33284483,-123.4965666,,
31139,"Pierce County, Nebraska",251,42.3176675,-97.60765867,,
17201,"Winnebago County, Illinois",12421,42.31529332,-89.12142746,,
25027,"Worcester County, Massachusetts",40213,42.31512304,-71.89622036,,
17097,"Lake County, Illinois",36631,42.31141466,-87.92527903,,
17111,"McHenry County, Illinois",12606,42.3078489,-88.3920164,,
36039,"Greene County, New York",3044,42.30330444,-74.08548203,,
16031,"Cassia County, Idaho",1106,42.30266017,-113.6061103,,
36009,"Cattaraugus County, New York",3905,42.29855436,-78.68037136,,
26159,"Van Buren County, Michigan",3127,42.29550807,-86.02747,,
36021,"Columbia County, New York",2539,42.28708397,-73.62777536,,
36101,"Steuben County, New York",4099,42.28616852,-77.38220169,,
31013,"Box Butte County, Nebraska",382,42.2671905,-103.0852925,,
26163,"Wayne County, Michigan",89434,42.2642936,-83.21387347,,
36013,"Chautauqua County, New York",7696,42.25777595,-79.3571106,,
26161,"Washtenaw County, Michigan",32510,42.25461816,-83.77900211,,
26077,"Kalamazoo County, Michigan",20730,42.24961617,-85.516664,,
36003,"Allegany County, New York",4143,42.24291679,-78.061252,,
26075,"Jackson County, Michigan",7796,42.23707021,-84.42527832,,
16071,"Oneida County, Idaho",143,42.23565,-112.5776025,,
36025,"Delaware County, New York",2631,42.23507371,-74.88239309,,
16007,"Bear Lake County, Idaho",189,42.23473978,-111.3417186,,
26025,"Calhoun County, Michigan",6382,42.22207333,-85.0481692,,
31179,"Wayne County, Nebraska",1387,42.2174135,-97.16888175,,
25021,"Norfolk County, Massachusetts",26417,42.18805758,-71.15698707,,
36007,"Broome County, New York",13191,42.180092,-75.84675845,,
31003,"Antelope County, Nebraska",225,42.17746814,-98.10328943,,
16041,"Franklin County, Idaho",502,42.17154583,-111.8785487,,
19097,"Jackson County, Iowa",710,42.16554233,-90.54791142,,
56031,"Platte County, Wyoming",313,42.162897,-104.865801,,
36107,"Tioga County, New York",1943,42.15523386,-76.33894493,,
25013,"Hampden County, Massachusetts",25302,42.14271382,-72.57656784,,
31173,"Thurston County, Nebraska",347,42.141315,-96.5491585,,
36015,"Chemung County, New York",4096,42.13806189,-76.7814975,,
56015,"Goshen County, Wyoming",757,42.10580856,-104.3535078,,
19171,"Tama County, Iowa",645,42.09628108,-92.50705377,,
42049,"Erie County, Pennsylvania",16412,42.09445698,-80.09437386,,
19105,"Jones County, Iowa",777,42.0906293,-91.137564,,
19113,"Linn County, Iowa",10476,42.07182809,-91.61630384,,
19073,"Greene County, Iowa",354,42.05567688,-94.34889863,,
17015,"Carroll County, Illinois",573,42.05395086,-89.87305,,
17141,"Ogle County, Illinois",2093,42.05211638,-89.2398675,,
19133,"Monona County, Iowa",302,42.0502381,-95.947019,,
19027,"Carroll County, Iowa",699,42.04609042,-94.83879175,,
31091,"Hooker County, Nebraska",19,42.042143,-101.045192,,
19047,"Crawford County, Iowa",834,42.04085417,-95.34302725,,
19015,"Boone County, Iowa",988,42.03129688,-93.97450363,,
19011,"Benton County, Iowa",940,42.02933647,-92.0300726,,
19127,"Marshall County, Iowa",1819,42.02771223,-93.01602485,,
19169,"Story County, Iowa",15024,42.02137567,-93.52623361,,
25023,"Plymouth County, Massachusetts",20966,41.98553062,-70.77990379,,
31167,"Stanton County, Nebraska",218,41.979159,-97.140653,,
26021,"Berrien County, Michigan",6757,41.96455473,-86.50619573,,
31119,"Madison County, Nebraska",1862,41.94226386,-97.66367914,,
17089,"Kane County, Illinois",22787,41.93999817,-88.41891707,,
31171,"Thomas County, Nebraska",16,41.935673,-100.5563213,,
31039,"Cuming County, Nebraska",276,41.93406025,-96.7897825,,
31075,"Grant County, Nebraska",25,41.93247167,-101.748564,,
26023,"Branch County, Michigan",1994,41.9255605,-85.07643867,,
31009,"Blaine County, Nebraska",16,41.92032733,-99.937127,,
31115,"Loup County, Nebraska",18,41.91406,-99.454335,,
26091,"Lenawee County, Michigan",5032,41.91200605,-84.06624495,,
26059,"Hillsdale County, Michigan",2276,41.90951313,-84.54916325,,
19045,"Clinton County, Iowa",2035,41.90249494,-90.49386667,,
26115,"Monroe County, Michigan",6572,41.90112594,-83.53325294,,
26027,"Cass County, Michigan",2041,41.900617,-85.92269071,,
36111,"Ulster County, New York",9256,41.88066178,-74.17653462,,
17031,"Cook County, Illinois",253622,41.87825107,-87.74603984,,
31021,"Burt County, Nebraska",199,41.8744278,-96.3469898,,
44007,"Providence County, Rhode Island",37988,41.86623559,-71.49841572,,
31157,"Scotts Bluff County, Nebraska",1612,41.8528712,-103.7537551,,
31183,"Wheeler County, Nebraska",23,41.8472965,-98.6041805,,
42123,"Warren County, Pennsylvania",1531,41.8430204,-79.2734413,,
42117,"Tioga County, Pennsylvania",2295,41.84220214,-77.22153409,,
42083,"McKean County, Pennsylvania",2070,41.8415521,-78.58012395,,
9015,"Windham County, Connecticut",6384,41.84027874,-71.96859069,,
6015,"Del Norte County, California",1489,41.8230145,-124.0640462,,
42115,"Susquehanna County, Pennsylvania",1649,41.82249748,-75.74705678,,
9013,"Tolland County, Connecticut",13110,41.8172316,-72.3404922,,
19031,"Cedar County, Iowa",626,41.81291863,-91.11134238,,
25005,"Bristol County, Massachusetts",26577,41.79411089,-71.09733936,,
9003,"Hartford County, Connecticut",41254,41.7936402,-72.73053831,,
9005,"Litchfield County, Connecticut",6856,41.787451,-73.22323053,,
31071,"Garfield County, Nebraska",59,41.782277,-99.134041,,
49005,"Cache County, Utah",10382,41.78215016,-111.9020676,,
42015,"Bradford County, Pennsylvania",2404,41.77830331,-76.54250954,,
36027,"Dutchess County, New York",16726,41.7658171,-73.75732782,,
25001,"Barnstable County, Massachusetts",8025,41.76179028,-70.24117463,,
42105,"Potter County, Pennsylvania",659,41.75980673,-77.90175482,,
17103,"Lee County, Illinois",1581,41.7574502,-89.27110193,,
39085,"Lake County, Ohio",9000,41.75507645,-81.27791582,,
49033,"Rich County, Utah",80,41.7311615,-111.274335,,
17195,"Whiteside County, Illinois",2427,41.72210167,-89.91568175,,
39007,"Ashtabula County, Ohio",4185,41.71629035,-80.76703224,,
56037,"Sweetwater County, Wyoming",2257,41.71581983,-108.9865656,,
44001,"Bristol County, Rhode Island",3072,41.71386225,-71.28378025,,
36105,"Sullivan County, New York",3490,41.71177482,-74.78425314,,
19085,"Harrison County, Iowa",541,41.7090781,-95.8717739,,
19095,"Iowa County, Iowa",562,41.69443115,-92.037272,,
49003,"Box Elder County, Utah",2169,41.68719167,-112.2997623,,
31123,"Morrill County, Nebraska",157,41.6871335,-103.071493,,
44003,"Kent County, Rhode Island",6653,41.68651933,-71.55117911,,
19077,"Guthrie County, Iowa",334,41.68322089,-94.43286067,,
19049,"Dallas County, Iowa",2107,41.68317007,-94.0392944,,
19009,"Audubon County, Iowa",186,41.67984983,-94.92342383,,
19157,"Poweshiek County, Iowa",1278,41.67538156,-92.47823722,,
19103,"Johnson County, Iowa",14935,41.67084133,-91.5940852,,
19099,"Jasper County, Iowa",1452,41.66969467,-93.07544625,,
31011,"Boone County, Nebraska",187,41.665761,-98.0335168,,
42039,"Crawford County, Pennsylvania",4173,41.6630231,-80.16730743,,
19165,"Shelby County, Iowa",376,41.66215091,-95.37223173,,
19153,"Polk County, Iowa",19251,41.66131904,-93.59333233,,
39095,"Lucas County, Ohio",23878,41.65564309,-83.565944,,
18151,"Steuben County, Indiana",2112,41.6374235,-85.02146483,,
31037,"Colfax County, Nebraska",551,41.6251398,-97.0923428,,
18087,"LaGrange County, Indiana",1740,41.62387863,-85.37322875,,
39051,"Fulton County, Ohio",1639,41.61297588,-84.17931725,,
17093,"Kendall County, Illinois",4203,41.61197325,-88.48875613,,
6093,"Siskiyou County, California",1713,41.61166455,-122.6457298,,
18039,"Elkhart County, Indiana",8879,41.61043569,-85.87203638,,
19163,"Scott County, Iowa",7161,41.60856023,-90.60025164,,
31053,"Dodge County, Nebraska",1578,41.58290855,-96.59614227,,
42127,"Wayne County, Pennsylvania",2032,41.57680488,-75.28415227,,
39171,"Williams County, Ohio",1558,41.5765668,-84.5792397,,
39123,"Ottawa County, Ohio",1413,41.57628219,-83.10031494,,
31141,"Platte County, Nebraska",1352,41.57341525,-97.52228425,,
31117,"McPherson County, Nebraska",9,41.568548,-101.059489,,
31175,"Valley County, Nebraska",121,41.56518275,-98.98371175,,
31005,"Arthur County, Nebraska",12,41.554073,-101.714495,,
31007,"Banner County, Nebraska",18,41.546441,-103.710045,,
44005,"Newport County, Rhode Island",4030,41.5320255,-71.27077775,,
31077,"Greeley County, Nebraska",79,41.52918575,-98.507398,,
39055,"Geauga County, Ohio",3425,41.52805762,-81.145372,,
39035,"Cuyahoga County, Ohio",56284,41.52349617,-81.653138,,
31177,"Washington County, Nebraska",912,41.50165329,-96.19623929,,
17161,"Rock Island County, Illinois",6702,41.49984081,-90.55659748,,
18089,"Lake County, Indiana",21735,41.49867463,-87.39924006,,
56001,"Albany County, Wyoming",5949,41.49825691,-105.6852333,,
56007,"Carbon County, Wyoming",742,41.49583767,-106.9647637,,
17197,"Will County, Illinois",29653,41.48857992,-87.98845896,,
19139,"Muscatine County, Iowa",1760,41.4823516,-91.0750736,,
9011,"New London County, Connecticut",15403,41.48141362,-72.08684928,,
31113,"Logan County, Nebraska",19,41.480166,-100.512463,,
42053,"Forest County, Pennsylvania",695,41.47861757,-79.24685157,,
42131,"Wyoming County, Pennsylvania",1344,41.46457733,-75.91961011,,
9007,"Middlesex County, Connecticut",6775,41.46264039,-72.53468948,,
18127,"Porter County, Indiana",7745,41.4586223,-87.0940228,,
6049,"Modoc County, California",316,41.4556578,-120.657386,,
42023,"Cameron County, Pennsylvania",176,41.44848067,-78.213808,,
31125,"Nance County, Nebraska",131,41.44406767,-97.900212,,
42113,"Sullivan County, Pennsylvania",382,41.44305211,-76.50362778,,
44009,"Washington County, Rhode Island",8718,41.43760854,-71.63343908,,
42069,"Lackawanna County, Pennsylvania",10509,41.4351155,-75.64966421,,
31069,"Garden County, Nebraska",58,41.4294675,-102.336819,,
31041,"Custer County, Nebraska",377,41.41675769,-99.68530423,,
36079,"Putnam County, New York",4169,41.415569,-73.76103222,,
25007,"Dukes County, Massachusetts",539,41.40202975,-70.65508775,,
39043,"Erie County, Ohio",2939,41.40043811,-82.58117333,,
17011,"Bureau County, Illinois",1249,41.39410346,-89.47934371,,
42047,"Elk County, Pennsylvania",1046,41.39349414,-78.63954264,,
9009,"New Haven County, Connecticut",42737,41.39190488,-72.94108201,,
36071,"Orange County, New York",21127,41.38820528,-74.30528737,,
18113,"Noble County, Indiana",2026,41.38461127,-85.43208073,,
42121,"Venango County, Pennsylvania",2051,41.379315,-79.77091264,,
39173,"Wood County, Ohio",10477,41.36763957,-83.61495363,,
39143,"Sandusky County, Ohio",2396,41.36421538,-83.179071,,
39093,"Lorain County, Ohio",13439,41.36200663,-82.12262588,,
42103,"Pike County, Pennsylvania",2277,41.3592732,-75.0002126,,
19155,"Pottawattamie County, Iowa",4400,41.35112583,-95.58952589,,
19181,"Warren County, Iowa",2127,41.35039877,-93.57786308,,
19183,"Washington County, Iowa",764,41.34850013,-91.69861475,,
39039,"Defiance County, Ohio",1733,41.34387638,-84.51267988,,
19107,"Keokuk County, Iowa",389,41.33654107,-92.19848873,,
18099,"Marshall County, Indiana",1978,41.33319856,-86.27402044,,
19123,"Mahaska County, Iowa",1176,41.32268011,-92.59209433,,
17073,"Henry County, Illinois",1968,41.32267256,-90.16565638,,
39069,"Henry County, Ohio",1102,41.3215355,-84.05941442,,
19029,"Cass County, Iowa",446,41.320957,-94.95687375,,
42085,"Mercer County, Pennsylvania",5733,41.30920665,-80.2930859,,
19125,"Marion County, Iowa",1789,41.3058335,-93.08855829,,
19001,"Adair County, Iowa",272,41.3027922,-94.5456262,,
19121,"Madison County, Iowa",469,41.29925038,-93.98950425,,
42081,"Lycoming County, Pennsylvania",7046,41.28964608,-76.96027233,,
39155,"Trumbull County, Ohio",8605,41.28914207,-80.75216203,,
32013,"Humboldt County, Nevada",806,41.2830865,-117.9166066,,
31055,"Douglas County, Nebraska",25569,41.28036092,-96.10967636,,
25019,"Nantucket County, Massachusetts",323,41.27979667,-70.04940467,,
18149,"Starke County, Indiana",962,41.27792,-86.65014533,,
56021,"Laramie County, Wyoming",4716,41.27426794,-104.6174538,,
17063,"Grundy County, Illinois",1982,41.25569367,-88.39020144,,
31033,"Cheyenne County, Nebraska",345,41.25236,-103.0198212,,
49057,"Weber County, Utah",12069,41.24005471,-111.952129,,
18085,"Kosciusko County, Indiana",3449,41.23487831,-85.87924338,,
9001,"Fairfield County, Connecticut",38111,41.22720166,-73.37747078,,
17155,"Putnam County, Illinois",200,41.227059,-89.28261357,,
19115,"Louisa County, Iowa",459,41.22418671,-91.24202771,,
31155,"Saunders County, Nebraska",757,41.2225092,-96.6327184,,
31023,"Butler County, Nebraska",265,41.2174859,-97.1085985,,
31101,"Keith County, Nebraska",253,41.2167448,-101.6759708,,
31105,"Kimball County, Nebraska",134,41.212536,-103.7919383,,
56041,"Uinta County, Wyoming",803,41.21136029,-110.4711436,,
31163,"Sherman County, Nebraska",84,41.2041104,-98.9446754,,
17131,"Mercer County, Illinois",587,41.20110892,-90.66478075,,
42079,"Luzerne County, Pennsylvania",15581,41.19456305,-75.94189362,,
31093,"Howard County, Nebraska",204,41.19050917,-98.57764033,,
42031,"Clarion County, Pennsylvania",3125,41.19012279,-79.44470431,,
31121,"Merrick County, Nebraska",271,41.18356367,-98.00839233,,
39133,"Portage County, Ohio",12292,41.17434406,-81.199365,,
42035,"Clinton County, Pennsylvania",2795,41.17302363,-77.53653806,,
18183,"Whitley County, Indiana",1360,41.15462825,-85.49826675,,
39077,"Huron County, Ohio",2435,41.14924518,-82.59290145,,
17091,"Kankakee County, Illinois",5745,41.13290694,-87.91452763,,
36087,"Rockland County, New York",14778,41.13147964,-74.01271075,,
39147,"Seneca County, Ohio",3164,41.13068344,-83.13159331,,
31153,"Sarpy County, Nebraska",7359,41.12984364,-96.05881957,,
31143,"Polk County, Nebraska",158,41.12875475,-97.616939,,
34037,"Sussex County, New Jersey",6213,41.12104974,-74.68094404,,
36119,"Westchester County, New York",40506,41.11656854,-73.77522608,,
42065,"Jefferson County, Pennsylvania",1880,41.11244883,-78.94919396,,
39103,"Medina County, Ohio",6282,41.11230033,-81.90370113,,
31049,"Deuel County, Nebraska",62,41.1120415,-102.341378,,
39125,"Paulding County, Ohio",771,41.10439644,-84.57490344,,
39153,"Summit County, Ohio",25011,41.10432896,-81.51782602,,
18003,"Allen County, Indiana",16541,41.09073678,-85.08617278,,
17175,"Stark County, Illinois",200,41.08100229,-89.77011743,,
49029,"Morgan County, Utah",384,41.0796695,-111.5948525,,
18073,"Jasper County, Indiana",1683,41.068494,-87.11571867,,
42089,"Monroe County, Pennsylvania",9309,41.06376126,-75.34110256,,
19129,"Mills County, Iowa",504,41.05759588,-95.60018388,,
19137,"Montgomery County, Iowa",344,41.05547367,-95.10174667,,
19179,"Wapello County, Iowa",1707,41.04827186,-92.49128643,,
18131,"Pulaski County, Indiana",508,41.0440968,-86.6880346,,
31111,"Lincoln County, Nebraska",1461,41.03327733,-100.7583362,,
39099,"Mahoning County, Ohio",10543,41.03322882,-80.73708762,,
18049,"Fulton County, Indiana",804,41.03022625,-86.22395063,,
32007,"Elko County, Nevada",2502,41.02994182,-115.4897006,,
19039,"Clarke County, Iowa",388,41.02881367,-93.77213833,,
19003,"Adams County, Iowa",142,41.027963,-94.75887825,,
39137,"Putnam County, Ohio",1408,41.02321243,-84.16083986,,
19135,"Monroe County, Iowa",298,41.02025967,-92.949125,,
19101,"Jefferson County, Iowa",1322,41.02014133,-91.994886,,
19117,"Lucas County, Iowa",311,41.0183952,-93.3314062,,
17123,"Marshall County, Illinois",447,41.01742778,-89.30538422,,
19175,"Union County, Iowa",567,41.01072843,-94.23868886,,
42037,"Columbia County, Pennsylvania",5333,41.00874169,-76.39447492,,
18111,"Newton County, Indiana",552,40.99926656,-87.38584456,,
42073,"Lawrence County, Pennsylvania",3739,40.99710605,-80.36421611,,
19087,"Henry County, Iowa",1042,40.9960984,-91.5708818,,
42093,"Montour County, Pennsylvania",661,40.99556067,-76.63520367,,
39063,"Hancock County, Ohio",3506,40.98060485,-83.66873792,,
49011,"Davis County, Utah",15337,40.97642243,-111.9676232,,
42033,"Clearfield County, Pennsylvania",3678,40.97177404,-78.44323213,,
34031,"Passaic County, New Jersey",26201,40.97136444,-74.24722903,,
42119,"Union County, Pennsylvania",3283,40.96437986,-77.02430557,,
49009,"Daggett County, Utah",35,40.963177,-109.568886,,
17095,"Knox County, Illinois",2616,40.96211547,-90.21461288,,
34003,"Bergen County, New Jersey",35322,40.92942677,-74.05507291,,
42019,"Butler County, Pennsylvania",8474,40.91680649,-79.91032916,,
31025,"Cass County, Nebraska",879,40.91461347,-96.16677827,,
19057,"Des Moines County, Iowa",1485,40.91156286,-91.23019186,,
17105,"Livingston County, Illinois",1712,40.91076671,-88.54686506,,
31081,"Hamilton County, Nebraska",316,40.90331267,-98.05603617,,
42097,"Northumberland County, Pennsylvania",3917,40.89951626,-76.65918967,,
42027,"Centre County, Pennsylvania",25768,40.89782223,-77.75157829,,
42025,"Carbon County, Pennsylvania",2306,40.89610519,-75.72963513,,
31185,"York County, Nebraska",652,40.89316771,-97.59476929,,
31047,"Dawson County, Nebraska",1097,40.88594038,-99.85078625,,
8115,"Sedgwick County, Colorado",82,40.87562667,-102.3834883,,
31159,"Seward County, Nebraska",1399,40.8709182,-97.144103,,
36103,"Suffolk County, New York",70054,40.87080397,-72.86068284,,
17187,"Warren County, Illinois",1073,40.86812175,-90.62834463,,
31079,"Hall County, Nebraska",2506,40.86564943,-98.50016171,,
39175,"Wyandot County, Ohio",857,40.864648,-83.30147875,,
39033,"Crawford County, Ohio",1681,40.85825867,-82.90276711,,
39005,"Ashland County, Ohio",2670,40.856291,-82.2732848,,
18169,"Wabash County, Indiana",1690,40.8552738,-85.7812484,,
34027,"Morris County, New Jersey",18783,40.85320807,-74.52731016,,
31135,"Perkins County, Nebraska",75,40.84956575,-101.6682563,,
36005,"Bronx County, New York",82772,40.8474275,-73.87592819,,
17071,"Henderson County, Illinois",241,40.846657,-90.95419963,,
39161,"Van Wert County, Ohio",1076,40.83814133,-84.613097,,
18069,"Huntington County, Indiana",1851,40.836832,-85.46559367,,
39169,"Wayne County, Ohio",5732,40.83598675,-81.84937369,,
31019,"Buffalo County, Nebraska",3761,40.83462062,-99.11079138,,
34041,"Warren County, New Jersey",4516,40.83262147,-74.96581258,,
42005,"Armstrong County, Pennsylvania",2548,40.80878613,-79.47152363,,
39151,"Stark County, Ohio",16440,40.80277722,-81.38463309,,
31109,"Lancaster County, Nebraska",22438,40.79552069,-96.6820776,,
49043,"Summit County, Utah",1540,40.78518856,-111.4096021,,
34013,"Essex County, New Jersey",38122,40.78056681,-74.23320244,,
39029,"Columbiana County, Ohio",4205,40.77680238,-80.7770391,,
39003,"Allen County, Ohio",6614,40.77672354,-84.08403385,,
42109,"Snyder County, Pennsylvania",2469,40.7750622,-77.03051067,,
18017,"Cass County, Indiana",1672,40.7742133,-86.2982982,,
19071,"Fremont County, Iowa",265,40.773551,-95.60544178,,
17075,"Iroquois County, Illinois",1107,40.77318429,-87.81995163,,
36061,"New York County, New York",76106,40.76775649,-73.97884067,,
18181,"White County, Indiana",938,40.76366122,-86.835978,,
18103,"Miami County, Indiana",1764,40.7631471,-86.0572339,,
39139,"Richland County, Ohio",5769,40.76101753,-82.51617973,,
17203,"Woodford County, Illinois",1686,40.7608404,-89.2257279,,
19051,"Davis County, Iowa",357,40.7601504,-92.372889,,
19007,"Appanoose County, Iowa",483,40.75207767,-92.84814456,,
19173,"Taylor County, Iowa",203,40.74969471,-94.66738114,,
17143,"Peoria County, Illinois",9117,40.74427873,-89.67069544,,
19159,"Ringgold County, Iowa",162,40.74205371,-94.21217043,,
19053,"Decatur County, Iowa",658,40.73944713,-93.82681875,,
34017,"Hudson County, New Jersey",32420,40.73899036,-74.06918568,,
19177,"Van Buren County, Iowa",249,40.7363339,-91.9418263,,
18001,"Adams County, Indiana",1531,40.73357057,-84.94409586,,
42095,"Northampton County, Pennsylvania",15805,40.73211345,-75.3478909,,
42107,"Schuylkill County, Pennsylvania",5753,40.73031697,-76.23707853,,
8075,"Logan County, Colorado",1612,40.72715138,-103.1583216,,
19185,"Wayne County, Iowa",229,40.72673513,-93.357067,,
36059,"Nassau County, New York",59794,40.72354784,-73.61429733,,
18179,"Wells County, Indiana",1155,40.72188625,-85.20949575,,
6089,"Shasta County, California",8170,40.71941912,-122.1429531,,
36081,"Queens County, New York",108799,40.70454601,-73.83022814,,
42007,"Beaver County, Pennsylvania",6995,40.6918268,-80.3209537,,
19145,"Page County, Iowa",653,40.68399758,-95.15186,,
49035,"Salt Lake County, Utah",55005,40.68196771,-111.8952905,,
17053,"Ford County, Illinois",541,40.67667244,-88.252077,,
39065,"Hardin County, Ohio",2493,40.6652024,-83.6874528,,
6105,"Trinity County, California",447,40.66348025,-123.0689375,,
34039,"Union County, New Jersey",23895,40.66100993,-74.3105085,,
36047,"Kings County, New York",130037,40.65298387,-73.95216475,,
19111,"Lee County, Iowa",1537,40.644831,-91.45924709,,
31131,"Otoe County, Nebraska",570,40.6445556,-96.1663781,,
42063,"Indiana County, Pennsylvania",8337,40.63362635,-79.07769978,,
42077,"Lehigh County, Pennsylvania",15521,40.61794597,-75.54648763,,
6023,"Humboldt County, California",8891,40.61259021,-123.9443003,,
8095,"Phillips County, Colorado",155,40.6018665,-102.4066428,,
36085,"Richmond County, New York",22751,40.58439771,-74.14787514,,
39101,"Marion County, Ohio",3289,40.58435867,-83.140989,,
34019,"Hunterdon County, New Jersey",5638,40.57951085,-74.89381289,,
18007,"Benton County, Indiana",348,40.57943125,-87.30632838,,
39019,"Carroll County, Ohio",1086,40.57890388,-81.1170585,,
8057,"Jackson County, Colorado",52,40.5722355,-106.3113643,,
39075,"Holmes County, Ohio",2241,40.57171433,-81.93086358,,
8081,"Moffat County, Colorado",568,40.570502,-107.9777003,,
34035,"Somerset County, New Jersey",11716,40.56829907,-74.61669393,,
18015,"Carroll County, Indiana",796,40.56484367,-86.54307267,,
8069,"Larimer County, Colorado",22479,40.564773,-105.3120598,,
42087,"Mifflin County, Pennsylvania",1767,40.56091655,-77.67532936,,
31063,"Frontier County, Nebraska",145,40.5564948,-100.339972,,
31073,"Gosper County, Nebraska",57,40.554809,-99.8311585,,
39011,"Auglaize County, Ohio",1768,40.55041173,-84.178999,,
54029,"Hancock County, West Virginia",983,40.5421762,-80.5817574,,
31001,"Adams County, Nebraska",1932,40.53060829,-98.506964,,
31059,"Fillmore County, Nebraska",191,40.53037063,-97.5517305,,
6035,"Lassen County, California",2704,40.52751647,-120.5732249,,
39117,"Morrow County, Ohio",1345,40.52524322,-82.79479644,,
31085,"Hayes County, Nebraska",33,40.524819,-101.061328,,
42067,"Juniata County, Pennsylvania",950,40.52414864,-77.33882718,,
